"year","TB_compartment","HIV_compartment","G_compartment","mort_adj","level","level_ref","mort_rate"
2007,6,2,2,22,1,"TB_HIV2_level_1",0.0960069344228725
2008,6,2,2,22,1,"TB_HIV2_level_1",0.0923982867560488
2009,6,2,2,22,1,"TB_HIV2_level_1",0.0887270102982046
2010,6,2,2,22,1,"TB_HIV2_level_1",0.0845362800714679
2011,6,2,2,22,1,"TB_HIV2_level_1",0.0768827676496895
2012,6,2,2,22,1,"TB_HIV2_level_1",0.0742532295369061
2013,6,2,2,22,1,"TB_HIV2_level_1",0.0732094876469715
2014,6,2,2,22,1,"TB_HIV2_level_1",0.0738812681713306
2015,6,2,2,22,1,"TB_HIV2_level_1",0.0717193235719743
2016,6,2,2,22,1,"TB_HIV2_level_1",0.0683002226958823
2017,6,2,2,22,1,"TB_HIV2_level_1",0.0666933559948426
2018,6,2,2,22,1,"TB_HIV2_level_1",0.0667169660114706
2019,6,2,2,22,1,"TB_HIV2_level_1",0.0678170004673515
1990,6,1,1,15,2,"TB_only_level_2",0.100990529386762
1991,6,1,1,15,2,"TB_only_level_2",0.102664701677405
1992,6,1,1,15,2,"TB_only_level_2",0.106525685924648
1993,6,1,1,15,2,"TB_only_level_2",0.102004433581705
1994,6,1,1,15,2,"TB_only_level_2",0.104188368000246
1995,6,1,1,15,2,"TB_only_level_2",0.108608032346145
1996,6,1,1,15,2,"TB_only_level_2",0.10951765321515
1997,6,1,1,15,2,"TB_only_level_2",0.121175054480147
1998,6,1,1,15,2,"TB_only_level_2",0.127380442291558
1999,6,1,1,15,2,"TB_only_level_2",0.124073388586263
2000,6,1,1,15,2,"TB_only_level_2",0.128191020335886
2001,6,1,1,15,2,"TB_only_level_2",0.12609852692163
2002,6,1,1,15,2,"TB_only_level_2",0.127387520824446
2003,6,1,1,15,2,"TB_only_level_2",0.129638082121853
2004,6,1,1,15,2,"TB_only_level_2",0.127807128064286
2005,6,1,1,15,2,"TB_only_level_2",0.125920501938381
2006,6,1,1,15,2,"TB_only_level_2",0.125144584998073
2007,6,1,1,15,2,"TB_only_level_2",0.120053784658443
2008,6,1,1,15,2,"TB_only_level_2",0.116556364278793
2009,6,1,1,15,2,"TB_only_level_2",0.111921450813182
2010,6,1,1,15,2,"TB_only_level_2",0.105608314345627
2011,6,1,1,15,2,"TB_only_level_2",0.097296658398801
2012,6,1,1,15,2,"TB_only_level_2",0.0941486687943061
2013,6,1,1,15,2,"TB_only_level_2",0.0922563787501015
2014,6,1,1,15,2,"TB_only_level_2",0.0920832434007639
2015,6,1,1,15,2,"TB_only_level_2",0.0908688567263938
2016,6,1,1,15,2,"TB_only_level_2",0.0865763948628851
2017,6,1,1,15,2,"TB_only_level_2",0.0865051046413663
2018,6,1,1,15,2,"TB_only_level_2",0.0879569628847324
2019,6,1,1,15,2,"TB_only_level_2",0.0890241722078028
1990,6,1,2,15,2,"TB_only_level_2",0.0578888527471397
1991,6,1,2,15,2,"TB_only_level_2",0.0555594662395165
1992,6,1,2,15,2,"TB_only_level_2",0.0610766227739641
1993,6,1,2,15,2,"TB_only_level_2",0.0521729107213381
1994,6,1,2,15,2,"TB_only_level_2",0.0542802049675118
1995,6,1,2,15,2,"TB_only_level_2",0.0474308366522504
1996,6,1,2,15,2,"TB_only_level_2",0.0442947012205975
1997,6,1,2,15,2,"TB_only_level_2",0.0530526103321153
1998,6,1,2,15,2,"TB_only_level_2",0.0549889791036696
1999,6,1,2,15,2,"TB_only_level_2",0.0570553707188164
2000,6,1,2,15,2,"TB_only_level_2",0.0640745703302614
2001,6,1,2,15,2,"TB_only_level_2",0.0633403369517489
2002,6,1,2,15,2,"TB_only_level_2",0.0672968057520674
2003,6,1,2,15,2,"TB_only_level_2",0.0715662595642099
2004,6,1,2,15,2,"TB_only_level_2",0.0727994311774079
2005,6,1,2,15,2,"TB_only_level_2",0.0712155171513893
2006,6,1,2,15,2,"TB_only_level_2",0.0710067878251571
2007,6,1,2,15,2,"TB_only_level_2",0.0654592734701404
2008,6,1,2,15,2,"TB_only_level_2",0.0629988318791242
2009,6,1,2,15,2,"TB_only_level_2",0.060495688839685
2010,6,1,2,15,2,"TB_only_level_2",0.0576383727760008
2011,6,1,2,15,2,"TB_only_level_2",0.052420068852061
2012,6,1,2,15,2,"TB_only_level_2",0.0506272019569814
2013,6,1,2,15,2,"TB_only_level_2",0.0499155597592988
2014,6,1,2,15,2,"TB_only_level_2",0.0503735919349981
2015,6,1,2,15,2,"TB_only_level_2",0.0488995387990734
2016,6,1,2,15,2,"TB_only_level_2",0.0465683336562834
2017,6,1,2,15,2,"TB_only_level_2",0.0454727427237563
2018,6,1,2,15,2,"TB_only_level_2",0.0454888404623663
2019,6,1,2,15,2,"TB_only_level_2",0.0462388639550124
1990,6,1,1,10,1,"TB_only_level_1",0.0673270195911744
1991,6,1,1,10,1,"TB_only_level_1",0.0684431344516034
1992,6,1,1,10,1,"TB_only_level_1",0.0710171239497655
1993,6,1,1,10,1,"TB_only_level_1",0.0680029557211367
1994,6,1,1,10,1,"TB_only_level_1",0.0694589120001642
1995,6,1,1,10,1,"TB_only_level_1",0.0724053548974303
1996,6,1,1,10,1,"TB_only_level_1",0.0730117688101001
1997,6,1,1,10,1,"TB_only_level_1",0.0807833696534315
1998,6,1,1,10,1,"TB_only_level_1",0.0849202948610389
1999,6,1,1,10,1,"TB_only_level_1",0.0827155923908419
2000,6,1,1,10,1,"TB_only_level_1",0.0854606802239241
2001,6,1,1,10,1,"TB_only_level_1",0.0840656846144198
2002,6,1,1,10,1,"TB_only_level_1",0.0849250138829641
2003,6,1,1,10,1,"TB_only_level_1",0.0864253880812352
2004,6,1,1,10,1,"TB_only_level_1",0.0852047520428575
2005,6,1,1,10,1,"TB_only_level_1",0.0839470012922541
2006,6,1,1,10,1,"TB_only_level_1",0.0834297233320486
2007,6,1,1,10,1,"TB_only_level_1",0.0800358564389617
2008,6,1,1,10,1,"TB_only_level_1",0.0777042428525287
2009,6,1,1,10,1,"TB_only_level_1",0.0746143005421211
2010,6,1,1,10,1,"TB_only_level_1",0.0704055428970849
2011,6,1,1,10,1,"TB_only_level_1",0.064864438932534
2012,6,1,1,10,1,"TB_only_level_1",0.0627657791962041
2013,6,1,1,10,1,"TB_only_level_1",0.0615042525000677
2014,6,1,1,10,1,"TB_only_level_1",0.0613888289338426
2015,6,1,1,10,1,"TB_only_level_1",0.0605792378175959
2016,6,1,1,10,1,"TB_only_level_1",0.0577175965752567
2017,6,1,1,10,1,"TB_only_level_1",0.0576700697609108
2018,6,1,1,10,1,"TB_only_level_1",0.0586379752564883
2019,6,1,1,10,1,"TB_only_level_1",0.0593494481385352
1990,6,1,2,10,1,"TB_only_level_1",0.0385925684980931
1991,6,1,2,10,1,"TB_only_level_1",0.0370396441596777
1992,6,1,2,10,1,"TB_only_level_1",0.0407177485159761
1993,6,1,2,10,1,"TB_only_level_1",0.0347819404808921
1994,6,1,2,10,1,"TB_only_level_1",0.0361868033116745
1995,6,1,2,10,1,"TB_only_level_1",0.0316205577681669
1996,6,1,2,10,1,"TB_only_level_1",0.0295298008137317
1997,6,1,2,10,1,"TB_only_level_1",0.0353684068880769
1998,6,1,2,10,1,"TB_only_level_1",0.0366593194024464
1999,6,1,2,10,1,"TB_only_level_1",0.0380369138125443
2000,6,1,2,10,1,"TB_only_level_1",0.0427163802201743
2001,6,1,2,10,1,"TB_only_level_1",0.0422268913011659
2002,6,1,2,10,1,"TB_only_level_1",0.0448645371680449
2003,6,1,2,10,1,"TB_only_level_1",0.0477108397094733
2004,6,1,2,10,1,"TB_only_level_1",0.048532954118272
2005,6,1,2,10,1,"TB_only_level_1",0.0474770114342595
2006,6,1,2,10,1,"TB_only_level_1",0.0473378585501047
2007,6,1,2,10,1,"TB_only_level_1",0.0436395156467602
2008,6,1,2,10,1,"TB_only_level_1",0.0419992212527495
2009,6,1,2,10,1,"TB_only_level_1",0.0403304592264566
2010,6,1,2,10,1,"TB_only_level_1",0.0384255818506672
2011,6,1,2,10,1,"TB_only_level_1",0.0349467125680407
2012,6,1,2,10,1,"TB_only_level_1",0.033751467971321
2013,6,1,2,10,1,"TB_only_level_1",0.0332770398395325
2014,6,1,2,10,1,"TB_only_level_1",0.0335823946233321
2015,6,1,2,10,1,"TB_only_level_1",0.0325996925327156
2016,6,1,2,10,1,"TB_only_level_1",0.0310455557708556
2017,6,1,2,10,1,"TB_only_level_1",0.0303151618158376
2018,6,1,2,10,1,"TB_only_level_1",0.0303258936415776
2019,6,1,2,10,1,"TB_only_level_1",0.0308259093033416
1990,1,4,1,1.5,2,"hiv_4_only_level_2",0.0100990529386762
1990,2,4,1,1.5,2,"hiv_4_only_level_2",0.0100990529386762
1990,3,4,1,1.5,2,"hiv_4_only_level_2",0.0100990529386762
1990,4,4,1,1.5,2,"hiv_4_only_level_2",0.0100990529386762
1990,5,4,1,1.5,2,"hiv_4_only_level_2",0.0100990529386762
1990,7,4,1,1.5,2,"hiv_4_only_level_2",0.0100990529386762
1990,8,4,1,1.5,2,"hiv_4_only_level_2",0.0100990529386762
1991,1,4,1,1.5,2,"hiv_4_only_level_2",0.0102664701677405
1991,2,4,1,1.5,2,"hiv_4_only_level_2",0.0102664701677405
1991,3,4,1,1.5,2,"hiv_4_only_level_2",0.0102664701677405
1991,4,4,1,1.5,2,"hiv_4_only_level_2",0.0102664701677405
1991,5,4,1,1.5,2,"hiv_4_only_level_2",0.0102664701677405
1991,7,4,1,1.5,2,"hiv_4_only_level_2",0.0102664701677405
1991,8,4,1,1.5,2,"hiv_4_only_level_2",0.0102664701677405
1992,1,4,1,1.5,2,"hiv_4_only_level_2",0.0106525685924648
1992,2,4,1,1.5,2,"hiv_4_only_level_2",0.0106525685924648
1992,3,4,1,1.5,2,"hiv_4_only_level_2",0.0106525685924648
1992,4,4,1,1.5,2,"hiv_4_only_level_2",0.0106525685924648
1992,5,4,1,1.5,2,"hiv_4_only_level_2",0.0106525685924648
1992,7,4,1,1.5,2,"hiv_4_only_level_2",0.0106525685924648
1992,8,4,1,1.5,2,"hiv_4_only_level_2",0.0106525685924648
1993,1,4,1,1.5,2,"hiv_4_only_level_2",0.0102004433581705
1993,2,4,1,1.5,2,"hiv_4_only_level_2",0.0102004433581705
1993,3,4,1,1.5,2,"hiv_4_only_level_2",0.0102004433581705
1993,4,4,1,1.5,2,"hiv_4_only_level_2",0.0102004433581705
1993,5,4,1,1.5,2,"hiv_4_only_level_2",0.0102004433581705
1993,7,4,1,1.5,2,"hiv_4_only_level_2",0.0102004433581705
1993,8,4,1,1.5,2,"hiv_4_only_level_2",0.0102004433581705
1994,1,4,1,1.5,2,"hiv_4_only_level_2",0.0104188368000246
1994,2,4,1,1.5,2,"hiv_4_only_level_2",0.0104188368000246
1994,3,4,1,1.5,2,"hiv_4_only_level_2",0.0104188368000246
1994,4,4,1,1.5,2,"hiv_4_only_level_2",0.0104188368000246
1994,5,4,1,1.5,2,"hiv_4_only_level_2",0.0104188368000246
1994,7,4,1,1.5,2,"hiv_4_only_level_2",0.0104188368000246
1994,8,4,1,1.5,2,"hiv_4_only_level_2",0.0104188368000246
1995,1,4,1,1.5,2,"hiv_4_only_level_2",0.0108608032346145
1995,2,4,1,1.5,2,"hiv_4_only_level_2",0.0108608032346145
1995,3,4,1,1.5,2,"hiv_4_only_level_2",0.0108608032346145
1995,4,4,1,1.5,2,"hiv_4_only_level_2",0.0108608032346145
1995,5,4,1,1.5,2,"hiv_4_only_level_2",0.0108608032346145
1995,7,4,1,1.5,2,"hiv_4_only_level_2",0.0108608032346145
1995,8,4,1,1.5,2,"hiv_4_only_level_2",0.0108608032346145
1996,1,4,1,1.5,2,"hiv_4_only_level_2",0.010951765321515
1996,2,4,1,1.5,2,"hiv_4_only_level_2",0.010951765321515
1996,3,4,1,1.5,2,"hiv_4_only_level_2",0.010951765321515
1996,4,4,1,1.5,2,"hiv_4_only_level_2",0.010951765321515
1996,5,4,1,1.5,2,"hiv_4_only_level_2",0.010951765321515
1996,7,4,1,1.5,2,"hiv_4_only_level_2",0.010951765321515
1996,8,4,1,1.5,2,"hiv_4_only_level_2",0.010951765321515
1997,1,4,1,1.5,2,"hiv_4_only_level_2",0.0121175054480147
1997,2,4,1,1.5,2,"hiv_4_only_level_2",0.0121175054480147
1997,3,4,1,1.5,2,"hiv_4_only_level_2",0.0121175054480147
1997,4,4,1,1.5,2,"hiv_4_only_level_2",0.0121175054480147
1997,5,4,1,1.5,2,"hiv_4_only_level_2",0.0121175054480147
1997,7,4,1,1.5,2,"hiv_4_only_level_2",0.0121175054480147
1997,8,4,1,1.5,2,"hiv_4_only_level_2",0.0121175054480147
1998,1,4,1,1.5,2,"hiv_4_only_level_2",0.0127380442291558
1998,2,4,1,1.5,2,"hiv_4_only_level_2",0.0127380442291558
1998,3,4,1,1.5,2,"hiv_4_only_level_2",0.0127380442291558
1998,4,4,1,1.5,2,"hiv_4_only_level_2",0.0127380442291558
1998,5,4,1,1.5,2,"hiv_4_only_level_2",0.0127380442291558
1998,7,4,1,1.5,2,"hiv_4_only_level_2",0.0127380442291558
1998,8,4,1,1.5,2,"hiv_4_only_level_2",0.0127380442291558
1999,1,4,1,1.5,2,"hiv_4_only_level_2",0.0124073388586263
1999,2,4,1,1.5,2,"hiv_4_only_level_2",0.0124073388586263
1999,3,4,1,1.5,2,"hiv_4_only_level_2",0.0124073388586263
1999,4,4,1,1.5,2,"hiv_4_only_level_2",0.0124073388586263
1999,5,4,1,1.5,2,"hiv_4_only_level_2",0.0124073388586263
1999,7,4,1,1.5,2,"hiv_4_only_level_2",0.0124073388586263
1999,8,4,1,1.5,2,"hiv_4_only_level_2",0.0124073388586263
2000,1,4,1,1.5,2,"hiv_4_only_level_2",0.0128191020335886
2000,2,4,1,1.5,2,"hiv_4_only_level_2",0.0128191020335886
2000,3,4,1,1.5,2,"hiv_4_only_level_2",0.0128191020335886
2000,4,4,1,1.5,2,"hiv_4_only_level_2",0.0128191020335886
2000,5,4,1,1.5,2,"hiv_4_only_level_2",0.0128191020335886
2000,7,4,1,1.5,2,"hiv_4_only_level_2",0.0128191020335886
2000,8,4,1,1.5,2,"hiv_4_only_level_2",0.0128191020335886
2001,1,4,1,1.5,2,"hiv_4_only_level_2",0.012609852692163
2001,2,4,1,1.5,2,"hiv_4_only_level_2",0.012609852692163
2001,3,4,1,1.5,2,"hiv_4_only_level_2",0.012609852692163
2001,4,4,1,1.5,2,"hiv_4_only_level_2",0.012609852692163
2001,5,4,1,1.5,2,"hiv_4_only_level_2",0.012609852692163
2001,7,4,1,1.5,2,"hiv_4_only_level_2",0.012609852692163
2001,8,4,1,1.5,2,"hiv_4_only_level_2",0.012609852692163
2002,1,4,1,1.5,2,"hiv_4_only_level_2",0.0127387520824446
2002,2,4,1,1.5,2,"hiv_4_only_level_2",0.0127387520824446
2002,3,4,1,1.5,2,"hiv_4_only_level_2",0.0127387520824446
2002,4,4,1,1.5,2,"hiv_4_only_level_2",0.0127387520824446
2002,5,4,1,1.5,2,"hiv_4_only_level_2",0.0127387520824446
2002,7,4,1,1.5,2,"hiv_4_only_level_2",0.0127387520824446
2002,8,4,1,1.5,2,"hiv_4_only_level_2",0.0127387520824446
2003,1,4,1,1.5,2,"hiv_4_only_level_2",0.0129638082121853
2003,2,4,1,1.5,2,"hiv_4_only_level_2",0.0129638082121853
2003,3,4,1,1.5,2,"hiv_4_only_level_2",0.0129638082121853
2003,4,4,1,1.5,2,"hiv_4_only_level_2",0.0129638082121853
2003,5,4,1,1.5,2,"hiv_4_only_level_2",0.0129638082121853
2003,7,4,1,1.5,2,"hiv_4_only_level_2",0.0129638082121853
2003,8,4,1,1.5,2,"hiv_4_only_level_2",0.0129638082121853
2004,1,4,1,1.5,2,"hiv_4_only_level_2",0.0127807128064286
2004,2,4,1,1.5,2,"hiv_4_only_level_2",0.0127807128064286
2004,3,4,1,1.5,2,"hiv_4_only_level_2",0.0127807128064286
2004,4,4,1,1.5,2,"hiv_4_only_level_2",0.0127807128064286
2004,5,4,1,1.5,2,"hiv_4_only_level_2",0.0127807128064286
2004,7,4,1,1.5,2,"hiv_4_only_level_2",0.0127807128064286
2004,8,4,1,1.5,2,"hiv_4_only_level_2",0.0127807128064286
2005,1,4,1,1.5,2,"hiv_4_only_level_2",0.0125920501938381
2005,2,4,1,1.5,2,"hiv_4_only_level_2",0.0125920501938381
2005,3,4,1,1.5,2,"hiv_4_only_level_2",0.0125920501938381
2005,4,4,1,1.5,2,"hiv_4_only_level_2",0.0125920501938381
2005,5,4,1,1.5,2,"hiv_4_only_level_2",0.0125920501938381
2005,7,4,1,1.5,2,"hiv_4_only_level_2",0.0125920501938381
2005,8,4,1,1.5,2,"hiv_4_only_level_2",0.0125920501938381
2006,1,4,1,1.5,2,"hiv_4_only_level_2",0.0125144584998073
2006,2,4,1,1.5,2,"hiv_4_only_level_2",0.0125144584998073
2006,3,4,1,1.5,2,"hiv_4_only_level_2",0.0125144584998073
2006,4,4,1,1.5,2,"hiv_4_only_level_2",0.0125144584998073
2006,5,4,1,1.5,2,"hiv_4_only_level_2",0.0125144584998073
2006,7,4,1,1.5,2,"hiv_4_only_level_2",0.0125144584998073
2006,8,4,1,1.5,2,"hiv_4_only_level_2",0.0125144584998073
2007,1,4,1,1.5,2,"hiv_4_only_level_2",0.0120053784658443
2007,2,4,1,1.5,2,"hiv_4_only_level_2",0.0120053784658443
2007,3,4,1,1.5,2,"hiv_4_only_level_2",0.0120053784658443
2007,4,4,1,1.5,2,"hiv_4_only_level_2",0.0120053784658443
2007,5,4,1,1.5,2,"hiv_4_only_level_2",0.0120053784658443
2007,7,4,1,1.5,2,"hiv_4_only_level_2",0.0120053784658443
2007,8,4,1,1.5,2,"hiv_4_only_level_2",0.0120053784658443
2008,1,4,1,1.5,2,"hiv_4_only_level_2",0.0116556364278793
2008,2,4,1,1.5,2,"hiv_4_only_level_2",0.0116556364278793
2008,3,4,1,1.5,2,"hiv_4_only_level_2",0.0116556364278793
2008,4,4,1,1.5,2,"hiv_4_only_level_2",0.0116556364278793
2008,5,4,1,1.5,2,"hiv_4_only_level_2",0.0116556364278793
2008,7,4,1,1.5,2,"hiv_4_only_level_2",0.0116556364278793
2008,8,4,1,1.5,2,"hiv_4_only_level_2",0.0116556364278793
2009,1,4,1,1.5,2,"hiv_4_only_level_2",0.0111921450813182
2009,2,4,1,1.5,2,"hiv_4_only_level_2",0.0111921450813182
2009,3,4,1,1.5,2,"hiv_4_only_level_2",0.0111921450813182
2009,4,4,1,1.5,2,"hiv_4_only_level_2",0.0111921450813182
2009,5,4,1,1.5,2,"hiv_4_only_level_2",0.0111921450813182
2009,7,4,1,1.5,2,"hiv_4_only_level_2",0.0111921450813182
2009,8,4,1,1.5,2,"hiv_4_only_level_2",0.0111921450813182
2010,1,4,1,1.5,2,"hiv_4_only_level_2",0.0105608314345627
2010,2,4,1,1.5,2,"hiv_4_only_level_2",0.0105608314345627
2010,3,4,1,1.5,2,"hiv_4_only_level_2",0.0105608314345627
2010,4,4,1,1.5,2,"hiv_4_only_level_2",0.0105608314345627
2010,5,4,1,1.5,2,"hiv_4_only_level_2",0.0105608314345627
2010,7,4,1,1.5,2,"hiv_4_only_level_2",0.0105608314345627
2010,8,4,1,1.5,2,"hiv_4_only_level_2",0.0105608314345627
2011,1,4,1,1.5,2,"hiv_4_only_level_2",0.0097296658398801
2011,2,4,1,1.5,2,"hiv_4_only_level_2",0.0097296658398801
2011,3,4,1,1.5,2,"hiv_4_only_level_2",0.0097296658398801
2011,4,4,1,1.5,2,"hiv_4_only_level_2",0.0097296658398801
2011,5,4,1,1.5,2,"hiv_4_only_level_2",0.0097296658398801
2011,7,4,1,1.5,2,"hiv_4_only_level_2",0.0097296658398801
2011,8,4,1,1.5,2,"hiv_4_only_level_2",0.0097296658398801
2012,1,4,1,1.5,2,"hiv_4_only_level_2",0.00941486687943061
2012,2,4,1,1.5,2,"hiv_4_only_level_2",0.00941486687943061
2012,3,4,1,1.5,2,"hiv_4_only_level_2",0.00941486687943061
2012,4,4,1,1.5,2,"hiv_4_only_level_2",0.00941486687943061
2012,5,4,1,1.5,2,"hiv_4_only_level_2",0.00941486687943061
2012,7,4,1,1.5,2,"hiv_4_only_level_2",0.00941486687943061
2012,8,4,1,1.5,2,"hiv_4_only_level_2",0.00941486687943061
2013,1,4,1,1.5,2,"hiv_4_only_level_2",0.00922563787501015
2013,2,4,1,1.5,2,"hiv_4_only_level_2",0.00922563787501015
2013,3,4,1,1.5,2,"hiv_4_only_level_2",0.00922563787501015
2013,4,4,1,1.5,2,"hiv_4_only_level_2",0.00922563787501015
2013,5,4,1,1.5,2,"hiv_4_only_level_2",0.00922563787501015
2013,7,4,1,1.5,2,"hiv_4_only_level_2",0.00922563787501015
2013,8,4,1,1.5,2,"hiv_4_only_level_2",0.00922563787501015
2014,1,4,1,1.5,2,"hiv_4_only_level_2",0.00920832434007639
2014,2,4,1,1.5,2,"hiv_4_only_level_2",0.00920832434007639
2014,3,4,1,1.5,2,"hiv_4_only_level_2",0.00920832434007639
2014,4,4,1,1.5,2,"hiv_4_only_level_2",0.00920832434007639
2014,5,4,1,1.5,2,"hiv_4_only_level_2",0.00920832434007639
2014,7,4,1,1.5,2,"hiv_4_only_level_2",0.00920832434007639
2014,8,4,1,1.5,2,"hiv_4_only_level_2",0.00920832434007639
2015,1,4,1,1.5,2,"hiv_4_only_level_2",0.00908688567263938
2015,2,4,1,1.5,2,"hiv_4_only_level_2",0.00908688567263938
2015,3,4,1,1.5,2,"hiv_4_only_level_2",0.00908688567263938
2015,4,4,1,1.5,2,"hiv_4_only_level_2",0.00908688567263938
2015,5,4,1,1.5,2,"hiv_4_only_level_2",0.00908688567263938
2015,7,4,1,1.5,2,"hiv_4_only_level_2",0.00908688567263938
2015,8,4,1,1.5,2,"hiv_4_only_level_2",0.00908688567263938
2016,1,4,1,1.5,2,"hiv_4_only_level_2",0.00865763948628851
2016,2,4,1,1.5,2,"hiv_4_only_level_2",0.00865763948628851
2016,3,4,1,1.5,2,"hiv_4_only_level_2",0.00865763948628851
2016,4,4,1,1.5,2,"hiv_4_only_level_2",0.00865763948628851
2016,5,4,1,1.5,2,"hiv_4_only_level_2",0.00865763948628851
2016,7,4,1,1.5,2,"hiv_4_only_level_2",0.00865763948628851
2016,8,4,1,1.5,2,"hiv_4_only_level_2",0.00865763948628851
2017,1,4,1,1.5,2,"hiv_4_only_level_2",0.00865051046413663
2017,2,4,1,1.5,2,"hiv_4_only_level_2",0.00865051046413663
2017,3,4,1,1.5,2,"hiv_4_only_level_2",0.00865051046413663
2017,4,4,1,1.5,2,"hiv_4_only_level_2",0.00865051046413663
2017,5,4,1,1.5,2,"hiv_4_only_level_2",0.00865051046413663
2017,7,4,1,1.5,2,"hiv_4_only_level_2",0.00865051046413663
2017,8,4,1,1.5,2,"hiv_4_only_level_2",0.00865051046413663
2018,1,4,1,1.5,2,"hiv_4_only_level_2",0.00879569628847324
2018,2,4,1,1.5,2,"hiv_4_only_level_2",0.00879569628847324
2018,3,4,1,1.5,2,"hiv_4_only_level_2",0.00879569628847324
2018,4,4,1,1.5,2,"hiv_4_only_level_2",0.00879569628847324
2018,5,4,1,1.5,2,"hiv_4_only_level_2",0.00879569628847324
2018,7,4,1,1.5,2,"hiv_4_only_level_2",0.00879569628847324
2018,8,4,1,1.5,2,"hiv_4_only_level_2",0.00879569628847324
2019,1,4,1,1.5,2,"hiv_4_only_level_2",0.00890241722078028
2019,2,4,1,1.5,2,"hiv_4_only_level_2",0.00890241722078028
2019,3,4,1,1.5,2,"hiv_4_only_level_2",0.00890241722078028
2019,4,4,1,1.5,2,"hiv_4_only_level_2",0.00890241722078028
2019,5,4,1,1.5,2,"hiv_4_only_level_2",0.00890241722078028
2019,7,4,1,1.5,2,"hiv_4_only_level_2",0.00890241722078028
2019,8,4,1,1.5,2,"hiv_4_only_level_2",0.00890241722078028
1990,1,4,2,1.5,2,"hiv_4_only_level_2",0.00578888527471397
1990,2,4,2,1.5,2,"hiv_4_only_level_2",0.00578888527471397
1990,3,4,2,1.5,2,"hiv_4_only_level_2",0.00578888527471397
1990,4,4,2,1.5,2,"hiv_4_only_level_2",0.00578888527471397
1990,5,4,2,1.5,2,"hiv_4_only_level_2",0.00578888527471397
1990,7,4,2,1.5,2,"hiv_4_only_level_2",0.00578888527471397
1990,8,4,2,1.5,2,"hiv_4_only_level_2",0.00578888527471397
1991,1,4,2,1.5,2,"hiv_4_only_level_2",0.00555594662395166
1991,2,4,2,1.5,2,"hiv_4_only_level_2",0.00555594662395166
1991,3,4,2,1.5,2,"hiv_4_only_level_2",0.00555594662395166
1991,4,4,2,1.5,2,"hiv_4_only_level_2",0.00555594662395166
1991,5,4,2,1.5,2,"hiv_4_only_level_2",0.00555594662395166
1991,7,4,2,1.5,2,"hiv_4_only_level_2",0.00555594662395166
1991,8,4,2,1.5,2,"hiv_4_only_level_2",0.00555594662395166
1992,1,4,2,1.5,2,"hiv_4_only_level_2",0.00610766227739641
1992,2,4,2,1.5,2,"hiv_4_only_level_2",0.00610766227739641
1992,3,4,2,1.5,2,"hiv_4_only_level_2",0.00610766227739641
1992,4,4,2,1.5,2,"hiv_4_only_level_2",0.00610766227739641
1992,5,4,2,1.5,2,"hiv_4_only_level_2",0.00610766227739641
1992,7,4,2,1.5,2,"hiv_4_only_level_2",0.00610766227739641
1992,8,4,2,1.5,2,"hiv_4_only_level_2",0.00610766227739641
1993,1,4,2,1.5,2,"hiv_4_only_level_2",0.00521729107213381
1993,2,4,2,1.5,2,"hiv_4_only_level_2",0.00521729107213381
1993,3,4,2,1.5,2,"hiv_4_only_level_2",0.00521729107213381
1993,4,4,2,1.5,2,"hiv_4_only_level_2",0.00521729107213381
1993,5,4,2,1.5,2,"hiv_4_only_level_2",0.00521729107213381
1993,7,4,2,1.5,2,"hiv_4_only_level_2",0.00521729107213381
1993,8,4,2,1.5,2,"hiv_4_only_level_2",0.00521729107213381
1994,1,4,2,1.5,2,"hiv_4_only_level_2",0.00542802049675118
1994,2,4,2,1.5,2,"hiv_4_only_level_2",0.00542802049675118
1994,3,4,2,1.5,2,"hiv_4_only_level_2",0.00542802049675118
1994,4,4,2,1.5,2,"hiv_4_only_level_2",0.00542802049675118
1994,5,4,2,1.5,2,"hiv_4_only_level_2",0.00542802049675118
1994,7,4,2,1.5,2,"hiv_4_only_level_2",0.00542802049675118
1994,8,4,2,1.5,2,"hiv_4_only_level_2",0.00542802049675118
1995,1,4,2,1.5,2,"hiv_4_only_level_2",0.00474308366522504
1995,2,4,2,1.5,2,"hiv_4_only_level_2",0.00474308366522504
1995,3,4,2,1.5,2,"hiv_4_only_level_2",0.00474308366522504
1995,4,4,2,1.5,2,"hiv_4_only_level_2",0.00474308366522504
1995,5,4,2,1.5,2,"hiv_4_only_level_2",0.00474308366522504
1995,7,4,2,1.5,2,"hiv_4_only_level_2",0.00474308366522504
1995,8,4,2,1.5,2,"hiv_4_only_level_2",0.00474308366522504
1996,1,4,2,1.5,2,"hiv_4_only_level_2",0.00442947012205975
1996,2,4,2,1.5,2,"hiv_4_only_level_2",0.00442947012205975
1996,3,4,2,1.5,2,"hiv_4_only_level_2",0.00442947012205975
1996,4,4,2,1.5,2,"hiv_4_only_level_2",0.00442947012205975
1996,5,4,2,1.5,2,"hiv_4_only_level_2",0.00442947012205975
1996,7,4,2,1.5,2,"hiv_4_only_level_2",0.00442947012205975
1996,8,4,2,1.5,2,"hiv_4_only_level_2",0.00442947012205975
1997,1,4,2,1.5,2,"hiv_4_only_level_2",0.00530526103321153
1997,2,4,2,1.5,2,"hiv_4_only_level_2",0.00530526103321153
1997,3,4,2,1.5,2,"hiv_4_only_level_2",0.00530526103321153
