"year","TB_compartment","HIV_compartment","G_compartment","mort_adj","level","level_ref","mort_rate"
2015,8,3,1,35,1,"hiv_3_only_level_1",0.212027332361586
2016,1,3,1,35,1,"hiv_3_only_level_1",0.202011588013399
2016,2,3,1,35,1,"hiv_3_only_level_1",0.202011588013399
2016,3,3,1,35,1,"hiv_3_only_level_1",0.202011588013399
2016,4,3,1,35,1,"hiv_3_only_level_1",0.202011588013399
2016,5,3,1,35,1,"hiv_3_only_level_1",0.202011588013399
2016,7,3,1,35,1,"hiv_3_only_level_1",0.202011588013399
2016,8,3,1,35,1,"hiv_3_only_level_1",0.202011588013399
2017,1,3,1,35,1,"hiv_3_only_level_1",0.201845244163188
2017,2,3,1,35,1,"hiv_3_only_level_1",0.201845244163188
2017,3,3,1,35,1,"hiv_3_only_level_1",0.201845244163188
2017,4,3,1,35,1,"hiv_3_only_level_1",0.201845244163188
2017,5,3,1,35,1,"hiv_3_only_level_1",0.201845244163188
2017,7,3,1,35,1,"hiv_3_only_level_1",0.201845244163188
2017,8,3,1,35,1,"hiv_3_only_level_1",0.201845244163188
2018,1,3,1,35,1,"hiv_3_only_level_1",0.205232913397709
2018,2,3,1,35,1,"hiv_3_only_level_1",0.205232913397709
2018,3,3,1,35,1,"hiv_3_only_level_1",0.205232913397709
2018,4,3,1,35,1,"hiv_3_only_level_1",0.205232913397709
2018,5,3,1,35,1,"hiv_3_only_level_1",0.205232913397709
2018,7,3,1,35,1,"hiv_3_only_level_1",0.205232913397709
2018,8,3,1,35,1,"hiv_3_only_level_1",0.205232913397709
2019,1,3,1,35,1,"hiv_3_only_level_1",0.207723068484873
2019,2,3,1,35,1,"hiv_3_only_level_1",0.207723068484873
2019,3,3,1,35,1,"hiv_3_only_level_1",0.207723068484873
2019,4,3,1,35,1,"hiv_3_only_level_1",0.207723068484873
2019,5,3,1,35,1,"hiv_3_only_level_1",0.207723068484873
2019,7,3,1,35,1,"hiv_3_only_level_1",0.207723068484873
2019,8,3,1,35,1,"hiv_3_only_level_1",0.207723068484873
1990,1,3,2,35,1,"hiv_3_only_level_1",0.135073989743326
1990,2,3,2,35,1,"hiv_3_only_level_1",0.135073989743326
1990,3,3,2,35,1,"hiv_3_only_level_1",0.135073989743326
1990,4,3,2,35,1,"hiv_3_only_level_1",0.135073989743326
1990,5,3,2,35,1,"hiv_3_only_level_1",0.135073989743326
1990,7,3,2,35,1,"hiv_3_only_level_1",0.135073989743326
1990,8,3,2,35,1,"hiv_3_only_level_1",0.135073989743326
1991,1,3,2,35,1,"hiv_3_only_level_1",0.129638754558872
1991,2,3,2,35,1,"hiv_3_only_level_1",0.129638754558872
1991,3,3,2,35,1,"hiv_3_only_level_1",0.129638754558872
1991,4,3,2,35,1,"hiv_3_only_level_1",0.129638754558872
1991,5,3,2,35,1,"hiv_3_only_level_1",0.129638754558872
1991,7,3,2,35,1,"hiv_3_only_level_1",0.129638754558872
1991,8,3,2,35,1,"hiv_3_only_level_1",0.129638754558872
1992,1,3,2,35,1,"hiv_3_only_level_1",0.142512119805916
1992,2,3,2,35,1,"hiv_3_only_level_1",0.142512119805916
1992,3,3,2,35,1,"hiv_3_only_level_1",0.142512119805916
1992,4,3,2,35,1,"hiv_3_only_level_1",0.142512119805916
1992,5,3,2,35,1,"hiv_3_only_level_1",0.142512119805916
1992,7,3,2,35,1,"hiv_3_only_level_1",0.142512119805916
1992,8,3,2,35,1,"hiv_3_only_level_1",0.142512119805916
1993,1,3,2,35,1,"hiv_3_only_level_1",0.121736791683122
1993,2,3,2,35,1,"hiv_3_only_level_1",0.121736791683122
1993,3,3,2,35,1,"hiv_3_only_level_1",0.121736791683122
1993,4,3,2,35,1,"hiv_3_only_level_1",0.121736791683122
1993,5,3,2,35,1,"hiv_3_only_level_1",0.121736791683122
1993,7,3,2,35,1,"hiv_3_only_level_1",0.121736791683122
1993,8,3,2,35,1,"hiv_3_only_level_1",0.121736791683122
1994,1,3,2,35,1,"hiv_3_only_level_1",0.126653811590861
1994,2,3,2,35,1,"hiv_3_only_level_1",0.126653811590861
1994,3,3,2,35,1,"hiv_3_only_level_1",0.126653811590861
1994,4,3,2,35,1,"hiv_3_only_level_1",0.126653811590861
1994,5,3,2,35,1,"hiv_3_only_level_1",0.126653811590861
1994,7,3,2,35,1,"hiv_3_only_level_1",0.126653811590861
1994,8,3,2,35,1,"hiv_3_only_level_1",0.126653811590861
1995,1,3,2,35,1,"hiv_3_only_level_1",0.110671952188584
1995,2,3,2,35,1,"hiv_3_only_level_1",0.110671952188584
1995,3,3,2,35,1,"hiv_3_only_level_1",0.110671952188584
1995,4,3,2,35,1,"hiv_3_only_level_1",0.110671952188584
1995,5,3,2,35,1,"hiv_3_only_level_1",0.110671952188584
1995,7,3,2,35,1,"hiv_3_only_level_1",0.110671952188584
1995,8,3,2,35,1,"hiv_3_only_level_1",0.110671952188584
1996,1,3,2,35,1,"hiv_3_only_level_1",0.103354302848061
1996,2,3,2,35,1,"hiv_3_only_level_1",0.103354302848061
1996,3,3,2,35,1,"hiv_3_only_level_1",0.103354302848061
1996,4,3,2,35,1,"hiv_3_only_level_1",0.103354302848061
1996,5,3,2,35,1,"hiv_3_only_level_1",0.103354302848061
1996,7,3,2,35,1,"hiv_3_only_level_1",0.103354302848061
1996,8,3,2,35,1,"hiv_3_only_level_1",0.103354302848061
1997,1,3,2,35,1,"hiv_3_only_level_1",0.123789424108269
1997,2,3,2,35,1,"hiv_3_only_level_1",0.123789424108269
1997,3,3,2,35,1,"hiv_3_only_level_1",0.123789424108269
1997,4,3,2,35,1,"hiv_3_only_level_1",0.123789424108269
1997,5,3,2,35,1,"hiv_3_only_level_1",0.123789424108269
1997,7,3,2,35,1,"hiv_3_only_level_1",0.123789424108269
1997,8,3,2,35,1,"hiv_3_only_level_1",0.123789424108269
1998,1,3,2,35,1,"hiv_3_only_level_1",0.128307617908562
1998,2,3,2,35,1,"hiv_3_only_level_1",0.128307617908562
1998,3,3,2,35,1,"hiv_3_only_level_1",0.128307617908562
1998,4,3,2,35,1,"hiv_3_only_level_1",0.128307617908562
1998,5,3,2,35,1,"hiv_3_only_level_1",0.128307617908562
1998,7,3,2,35,1,"hiv_3_only_level_1",0.128307617908562
1998,8,3,2,35,1,"hiv_3_only_level_1",0.128307617908562
1999,1,3,2,35,1,"hiv_3_only_level_1",0.133129198343905
1999,2,3,2,35,1,"hiv_3_only_level_1",0.133129198343905
1999,3,3,2,35,1,"hiv_3_only_level_1",0.133129198343905
1999,4,3,2,35,1,"hiv_3_only_level_1",0.133129198343905
1999,5,3,2,35,1,"hiv_3_only_level_1",0.133129198343905
1999,7,3,2,35,1,"hiv_3_only_level_1",0.133129198343905
1999,8,3,2,35,1,"hiv_3_only_level_1",0.133129198343905
2000,1,3,2,35,1,"hiv_3_only_level_1",0.14950733077061
2000,2,3,2,35,1,"hiv_3_only_level_1",0.14950733077061
2000,3,3,2,35,1,"hiv_3_only_level_1",0.14950733077061
2000,4,3,2,35,1,"hiv_3_only_level_1",0.14950733077061
2000,5,3,2,35,1,"hiv_3_only_level_1",0.14950733077061
2000,7,3,2,35,1,"hiv_3_only_level_1",0.14950733077061
2000,8,3,2,35,1,"hiv_3_only_level_1",0.14950733077061
2001,1,3,2,35,1,"hiv_3_only_level_1",0.147794119554081
2001,2,3,2,35,1,"hiv_3_only_level_1",0.147794119554081
2001,3,3,2,35,1,"hiv_3_only_level_1",0.147794119554081
2001,4,3,2,35,1,"hiv_3_only_level_1",0.147794119554081
2001,5,3,2,35,1,"hiv_3_only_level_1",0.147794119554081
2001,7,3,2,35,1,"hiv_3_only_level_1",0.147794119554081
2001,8,3,2,35,1,"hiv_3_only_level_1",0.147794119554081
2002,1,3,2,35,1,"hiv_3_only_level_1",0.157025880088157
2002,2,3,2,35,1,"hiv_3_only_level_1",0.157025880088157
2002,3,3,2,35,1,"hiv_3_only_level_1",0.157025880088157
2002,4,3,2,35,1,"hiv_3_only_level_1",0.157025880088157
2002,5,3,2,35,1,"hiv_3_only_level_1",0.157025880088157
2002,7,3,2,35,1,"hiv_3_only_level_1",0.157025880088157
2002,8,3,2,35,1,"hiv_3_only_level_1",0.157025880088157
2003,1,3,2,35,1,"hiv_3_only_level_1",0.166987938983156
2003,2,3,2,35,1,"hiv_3_only_level_1",0.166987938983156
2003,3,3,2,35,1,"hiv_3_only_level_1",0.166987938983156
2003,4,3,2,35,1,"hiv_3_only_level_1",0.166987938983156
2003,5,3,2,35,1,"hiv_3_only_level_1",0.166987938983156
2003,7,3,2,35,1,"hiv_3_only_level_1",0.166987938983156
2003,8,3,2,35,1,"hiv_3_only_level_1",0.166987938983156
2004,1,3,2,35,1,"hiv_3_only_level_1",0.169865339413952
2004,2,3,2,35,1,"hiv_3_only_level_1",0.169865339413952
2004,3,3,2,35,1,"hiv_3_only_level_1",0.169865339413952
2004,4,3,2,35,1,"hiv_3_only_level_1",0.169865339413952
2004,5,3,2,35,1,"hiv_3_only_level_1",0.169865339413952
2004,7,3,2,35,1,"hiv_3_only_level_1",0.169865339413952
2004,8,3,2,35,1,"hiv_3_only_level_1",0.169865339413952
2005,1,3,2,35,1,"hiv_3_only_level_1",0.166169540019908
2005,2,3,2,35,1,"hiv_3_only_level_1",0.166169540019908
2005,3,3,2,35,1,"hiv_3_only_level_1",0.166169540019908
2005,4,3,2,35,1,"hiv_3_only_level_1",0.166169540019908
2005,5,3,2,35,1,"hiv_3_only_level_1",0.166169540019908
2005,7,3,2,35,1,"hiv_3_only_level_1",0.166169540019908
2005,8,3,2,35,1,"hiv_3_only_level_1",0.166169540019908
2006,1,3,2,35,1,"hiv_3_only_level_1",0.165682504925367
2006,2,3,2,35,1,"hiv_3_only_level_1",0.165682504925367
2006,3,3,2,35,1,"hiv_3_only_level_1",0.165682504925367
2006,4,3,2,35,1,"hiv_3_only_level_1",0.165682504925367
2006,5,3,2,35,1,"hiv_3_only_level_1",0.165682504925367
2006,7,3,2,35,1,"hiv_3_only_level_1",0.165682504925367
2006,8,3,2,35,1,"hiv_3_only_level_1",0.165682504925367
2007,1,3,2,35,1,"hiv_3_only_level_1",0.152738304763661
2007,2,3,2,35,1,"hiv_3_only_level_1",0.152738304763661
2007,3,3,2,35,1,"hiv_3_only_level_1",0.152738304763661
2007,4,3,2,35,1,"hiv_3_only_level_1",0.152738304763661
2007,5,3,2,35,1,"hiv_3_only_level_1",0.152738304763661
2007,7,3,2,35,1,"hiv_3_only_level_1",0.152738304763661
2007,8,3,2,35,1,"hiv_3_only_level_1",0.152738304763661
2008,1,3,2,35,1,"hiv_3_only_level_1",0.146997274384623
2008,2,3,2,35,1,"hiv_3_only_level_1",0.146997274384623
2008,3,3,2,35,1,"hiv_3_only_level_1",0.146997274384623
2008,4,3,2,35,1,"hiv_3_only_level_1",0.146997274384623
2008,5,3,2,35,1,"hiv_3_only_level_1",0.146997274384623
2008,7,3,2,35,1,"hiv_3_only_level_1",0.146997274384623
2008,8,3,2,35,1,"hiv_3_only_level_1",0.146997274384623
2009,1,3,2,35,1,"hiv_3_only_level_1",0.141156607292598
2009,2,3,2,35,1,"hiv_3_only_level_1",0.141156607292598
2009,3,3,2,35,1,"hiv_3_only_level_1",0.141156607292598
2009,4,3,2,35,1,"hiv_3_only_level_1",0.141156607292598
2009,5,3,2,35,1,"hiv_3_only_level_1",0.141156607292598
2009,7,3,2,35,1,"hiv_3_only_level_1",0.141156607292598
2009,8,3,2,35,1,"hiv_3_only_level_1",0.141156607292598
2010,1,3,2,35,1,"hiv_3_only_level_1",0.134489536477335
2010,2,3,2,35,1,"hiv_3_only_level_1",0.134489536477335
2010,3,3,2,35,1,"hiv_3_only_level_1",0.134489536477335
2010,4,3,2,35,1,"hiv_3_only_level_1",0.134489536477335
2010,5,3,2,35,1,"hiv_3_only_level_1",0.134489536477335
2010,7,3,2,35,1,"hiv_3_only_level_1",0.134489536477335
2010,8,3,2,35,1,"hiv_3_only_level_1",0.134489536477335
2011,1,3,2,35,1,"hiv_3_only_level_1",0.122313493988142
2011,2,3,2,35,1,"hiv_3_only_level_1",0.122313493988142
2011,3,3,2,35,1,"hiv_3_only_level_1",0.122313493988142
2011,4,3,2,35,1,"hiv_3_only_level_1",0.122313493988142
2011,5,3,2,35,1,"hiv_3_only_level_1",0.122313493988142
2011,7,3,2,35,1,"hiv_3_only_level_1",0.122313493988142
2011,8,3,2,35,1,"hiv_3_only_level_1",0.122313493988142
2012,1,3,2,35,1,"hiv_3_only_level_1",0.118130137899623
2012,2,3,2,35,1,"hiv_3_only_level_1",0.118130137899623
2012,3,3,2,35,1,"hiv_3_only_level_1",0.118130137899623
2012,4,3,2,35,1,"hiv_3_only_level_1",0.118130137899623
2012,5,3,2,35,1,"hiv_3_only_level_1",0.118130137899623
2012,7,3,2,35,1,"hiv_3_only_level_1",0.118130137899623
2012,8,3,2,35,1,"hiv_3_only_level_1",0.118130137899623
2013,1,3,2,35,1,"hiv_3_only_level_1",0.116469639438364
2013,2,3,2,35,1,"hiv_3_only_level_1",0.116469639438364
2013,3,3,2,35,1,"hiv_3_only_level_1",0.116469639438364
2013,4,3,2,35,1,"hiv_3_only_level_1",0.116469639438364
2013,5,3,2,35,1,"hiv_3_only_level_1",0.116469639438364
2013,7,3,2,35,1,"hiv_3_only_level_1",0.116469639438364
2013,8,3,2,35,1,"hiv_3_only_level_1",0.116469639438364
2014,1,3,2,35,1,"hiv_3_only_level_1",0.117538381181662
2014,2,3,2,35,1,"hiv_3_only_level_1",0.117538381181662
2014,3,3,2,35,1,"hiv_3_only_level_1",0.117538381181662
2014,4,3,2,35,1,"hiv_3_only_level_1",0.117538381181662
2014,5,3,2,35,1,"hiv_3_only_level_1",0.117538381181662
2014,7,3,2,35,1,"hiv_3_only_level_1",0.117538381181662
2014,8,3,2,35,1,"hiv_3_only_level_1",0.117538381181662
2015,1,3,2,35,1,"hiv_3_only_level_1",0.114098923864505
2015,2,3,2,35,1,"hiv_3_only_level_1",0.114098923864505
2015,3,3,2,35,1,"hiv_3_only_level_1",0.114098923864505
2015,4,3,2,35,1,"hiv_3_only_level_1",0.114098923864505
2015,5,3,2,35,1,"hiv_3_only_level_1",0.114098923864505
2015,7,3,2,35,1,"hiv_3_only_level_1",0.114098923864505
2015,8,3,2,35,1,"hiv_3_only_level_1",0.114098923864505
2016,1,3,2,35,1,"hiv_3_only_level_1",0.108659445197995
2016,2,3,2,35,1,"hiv_3_only_level_1",0.108659445197995
2016,3,3,2,35,1,"hiv_3_only_level_1",0.108659445197995
2016,4,3,2,35,1,"hiv_3_only_level_1",0.108659445197995
2016,5,3,2,35,1,"hiv_3_only_level_1",0.108659445197995
2016,7,3,2,35,1,"hiv_3_only_level_1",0.108659445197995
2016,8,3,2,35,1,"hiv_3_only_level_1",0.108659445197995
2017,1,3,2,35,1,"hiv_3_only_level_1",0.106103066355431
2017,2,3,2,35,1,"hiv_3_only_level_1",0.106103066355431
2017,3,3,2,35,1,"hiv_3_only_level_1",0.106103066355431
2017,4,3,2,35,1,"hiv_3_only_level_1",0.106103066355431
