"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
11,5499.06629379975,19181.4000143836,142960.4625223,25378.2733982309,41267596.2431398,308418686.526687,6,6,8,35,1.2,17,22,60,17,0.0101478124020056,0.937419386423481,77,6231
12,5499.9587934068,19186.084620547,138095.894744741,25086.0056589668,41269182.9617803,306979860.391275,6,6,8,35,1.2,17,22,60,20,0.0101530099217642,0.932394989036948,78,6223
13,5492.69955784896,19129.7353952405,171006.638944,28984.9435856222,41046969.242905,310980259.492907,6,6,8,35,1.2,17,30,40,17,0.00942511767609447,0.946364428635415,63,6243
14,5493.65155622995,19134.6219183056,165706.27790582,28355.7640385375,41052775.1837853,309486161.010426,6,6,8,35,1.2,17,30,40,20,0.00944413585088132,0.941147019578237,64,6235
15,5747.68017868633,20384.0393757657,109936.841574145,20292.4867177375,44160929.0292798,294587651.308965,6,6,8,35,1.2,17,30,60,17,0.0196253303060856,0.889121252624921,224,6132
16,5748.83572391654,20391.196035474,105979.100950499,20344.1309170764,44180037.1926111,293237854.969703,6,6,8,35,1.2,17,30,60,20,0.0196879217787825,0.884407748308847,227,6116
17,7737.99011315163,28498.4060908515,207523.170077188,38248.3787313832,38481448.5097691,320295508.566927,6,6,8,35,1.5,14,22,40,17,0.00102139419220785,0.978893385366542,6,6265
18,7740.17307988957,28513.9253826808,201169.965487439,37213.7850393944,38475818.7847719,318694154.284567,6,6,8,35,1.5,14,22,40,20,0.00100295323729532,0.973301437824594,5,6262
19,8016.22853651149,29973.1728634887,134248.906250871,23470.1779194263,41630430.4251556,302727721.739399,6,6,8,35,1.5,14,22,60,17,0.0113363267245681,0.917546472038362,93,6197
20,8018.4629097981,29989.6075069153,129451.485940505,23257.9733124001,41641561.8988303,301281830.071401,6,6,8,35,1.5,14,22,60,20,0.0113727894299839,0.912497401730906,94,6189
21,8006.37650156201,29893.4217233862,161429.530100038,26419.5219204614,41434788.3905944,304762805.478688,6,6,8,35,1.5,14,30,40,17,0.0106954737628118,0.924653007824314,85,6211
22,8008.73924551914,29910.6552118024,156208.236561989,25872.8166498246,41451163.0963462,303263891.98915,6,6,8,35,1.5,14,30,40,20,0.0107491114112979,0.919418784707201,88,6204
