"sim_calib_id","b1_calib_id","b2_calib_id","m1_calib_id","m2_calib_id","m3_calib_id","m4_calib_id"
547,8.4,6,"1-H","2-L","3-H","4-L"
548,8.4,6,"1-H","2-L","3-H","4-M"
549,8.4,6,"1-H","2-L","3-H","4-H"
550,8.4,6,"1-H","2-M","3-L","4-L"
551,8.4,6,"1-H","2-M","3-L","4-M"
552,8.4,6,"1-H","2-M","3-L","4-H"
553,8.4,6,"1-H","2-M","3-M","4-L"
554,8.4,6,"1-H","2-M","3-M","4-M"
555,8.4,6,"1-H","2-M","3-M","4-H"
556,8.4,6,"1-H","2-M","3-H","4-L"
557,8.4,6,"1-H","2-M","3-H","4-M"
558,8.4,6,"1-H","2-M","3-H","4-H"
559,8.4,6,"1-H","2-H","3-L","4-L"
560,8.4,6,"1-H","2-H","3-L","4-M"
561,8.4,6,"1-H","2-H","3-L","4-H"
562,8.4,6,"1-H","2-H","3-M","4-L"
563,8.4,6,"1-H","2-H","3-M","4-M"
564,8.4,6,"1-H","2-H","3-M","4-H"
565,8.4,6,"1-H","2-H","3-H","4-L"
566,8.4,6,"1-H","2-H","3-H","4-M"
567,8.4,6,"1-H","2-H","3-H","4-H"
568,8.4,6.4,"1-L","2-L","3-L","4-L"
569,8.4,6.4,"1-L","2-L","3-L","4-M"
570,8.4,6.4,"1-L","2-L","3-L","4-H"
571,8.4,6.4,"1-L","2-L","3-M","4-L"
572,8.4,6.4,"1-L","2-L","3-M","4-M"
573,8.4,6.4,"1-L","2-L","3-M","4-H"
574,8.4,6.4,"1-L","2-L","3-H","4-L"
575,8.4,6.4,"1-L","2-L","3-H","4-M"
576,8.4,6.4,"1-L","2-L","3-H","4-H"
577,8.4,6.4,"1-L","2-M","3-L","4-L"
578,8.4,6.4,"1-L","2-M","3-L","4-M"
579,8.4,6.4,"1-L","2-M","3-L","4-H"
580,8.4,6.4,"1-L","2-M","3-M","4-L"
581,8.4,6.4,"1-L","2-M","3-M","4-M"
582,8.4,6.4,"1-L","2-M","3-M","4-H"
583,8.4,6.4,"1-L","2-M","3-H","4-L"
584,8.4,6.4,"1-L","2-M","3-H","4-M"
585,8.4,6.4,"1-L","2-M","3-H","4-H"
586,8.4,6.4,"1-L","2-H","3-L","4-L"
587,8.4,6.4,"1-L","2-H","3-L","4-M"
588,8.4,6.4,"1-L","2-H","3-L","4-H"
589,8.4,6.4,"1-L","2-H","3-M","4-L"
590,8.4,6.4,"1-L","2-H","3-M","4-M"
591,8.4,6.4,"1-L","2-H","3-M","4-H"
592,8.4,6.4,"1-L","2-H","3-H","4-L"
593,8.4,6.4,"1-L","2-H","3-H","4-M"
594,8.4,6.4,"1-L","2-H","3-H","4-H"
595,8.4,6.4,"1-M","2-L","3-L","4-L"
596,8.4,6.4,"1-M","2-L","3-L","4-M"
597,8.4,6.4,"1-M","2-L","3-L","4-H"
598,8.4,6.4,"1-M","2-L","3-M","4-L"
599,8.4,6.4,"1-M","2-L","3-M","4-M"
600,8.4,6.4,"1-M","2-L","3-M","4-H"
601,8.4,6.4,"1-M","2-L","3-H","4-L"
602,8.4,6.4,"1-M","2-L","3-H","4-M"
603,8.4,6.4,"1-M","2-L","3-H","4-H"
604,8.4,6.4,"1-M","2-M","3-L","4-L"
605,8.4,6.4,"1-M","2-M","3-L","4-M"
606,8.4,6.4,"1-M","2-M","3-L","4-H"
607,8.4,6.4,"1-M","2-M","3-M","4-L"
608,8.4,6.4,"1-M","2-M","3-M","4-M"
609,8.4,6.4,"1-M","2-M","3-M","4-H"
610,8.4,6.4,"1-M","2-M","3-H","4-L"
611,8.4,6.4,"1-M","2-M","3-H","4-M"
612,8.4,6.4,"1-M","2-M","3-H","4-H"
613,8.4,6.4,"1-M","2-H","3-L","4-L"
614,8.4,6.4,"1-M","2-H","3-L","4-M"
615,8.4,6.4,"1-M","2-H","3-L","4-H"
616,8.4,6.4,"1-M","2-H","3-M","4-L"
617,8.4,6.4,"1-M","2-H","3-M","4-M"
618,8.4,6.4,"1-M","2-H","3-M","4-H"
619,8.4,6.4,"1-M","2-H","3-H","4-L"
620,8.4,6.4,"1-M","2-H","3-H","4-M"
621,8.4,6.4,"1-M","2-H","3-H","4-H"
622,8.4,6.4,"1-H","2-L","3-L","4-L"
623,8.4,6.4,"1-H","2-L","3-L","4-M"
624,8.4,6.4,"1-H","2-L","3-L","4-H"
625,8.4,6.4,"1-H","2-L","3-M","4-L"
626,8.4,6.4,"1-H","2-L","3-M","4-M"
627,8.4,6.4,"1-H","2-L","3-M","4-H"
628,8.4,6.4,"1-H","2-L","3-H","4-L"
629,8.4,6.4,"1-H","2-L","3-H","4-M"
630,8.4,6.4,"1-H","2-L","3-H","4-H"
631,8.4,6.4,"1-H","2-M","3-L","4-L"
632,8.4,6.4,"1-H","2-M","3-L","4-M"
633,8.4,6.4,"1-H","2-M","3-L","4-H"
634,8.4,6.4,"1-H","2-M","3-M","4-L"
635,8.4,6.4,"1-H","2-M","3-M","4-M"
636,8.4,6.4,"1-H","2-M","3-M","4-H"
637,8.4,6.4,"1-H","2-M","3-H","4-L"
638,8.4,6.4,"1-H","2-M","3-H","4-M"
639,8.4,6.4,"1-H","2-M","3-H","4-H"
640,8.4,6.4,"1-H","2-H","3-L","4-L"
641,8.4,6.4,"1-H","2-H","3-L","4-M"
642,8.4,6.4,"1-H","2-H","3-L","4-H"
643,8.4,6.4,"1-H","2-H","3-M","4-L"
644,8.4,6.4,"1-H","2-H","3-M","4-M"
645,8.4,6.4,"1-H","2-H","3-M","4-H"
646,8.4,6.4,"1-H","2-H","3-H","4-L"
647,8.4,6.4,"1-H","2-H","3-H","4-M"
648,8.4,6.4,"1-H","2-H","3-H","4-H"
649,8.4,6.8,"1-L","2-L","3-L","4-L"
650,8.4,6.8,"1-L","2-L","3-L","4-M"
651,8.4,6.8,"1-L","2-L","3-L","4-H"
652,8.4,6.8,"1-L","2-L","3-M","4-L"
653,8.4,6.8,"1-L","2-L","3-M","4-M"
654,8.4,6.8,"1-L","2-L","3-M","4-H"
655,8.4,6.8,"1-L","2-L","3-H","4-L"
656,8.4,6.8,"1-L","2-L","3-H","4-M"
657,8.4,6.8,"1-L","2-L","3-H","4-H"
658,8.4,6.8,"1-L","2-M","3-L","4-L"
659,8.4,6.8,"1-L","2-M","3-L","4-M"
660,8.4,6.8,"1-L","2-M","3-L","4-H"
661,8.4,6.8,"1-L","2-M","3-M","4-L"
662,8.4,6.8,"1-L","2-M","3-M","4-M"
663,8.4,6.8,"1-L","2-M","3-M","4-H"
664,8.4,6.8,"1-L","2-M","3-H","4-L"
665,8.4,6.8,"1-L","2-M","3-H","4-M"
666,8.4,6.8,"1-L","2-M","3-H","4-H"
667,8.4,6.8,"1-L","2-H","3-L","4-L"
668,8.4,6.8,"1-L","2-H","3-L","4-M"
669,8.4,6.8,"1-L","2-H","3-L","4-H"
670,8.4,6.8,"1-L","2-H","3-M","4-L"
671,8.4,6.8,"1-L","2-H","3-M","4-M"
672,8.4,6.8,"1-L","2-H","3-M","4-H"
673,8.4,6.8,"1-L","2-H","3-H","4-L"
674,8.4,6.8,"1-L","2-H","3-H","4-M"
675,8.4,6.8,"1-L","2-H","3-H","4-H"
676,8.4,6.8,"1-M","2-L","3-L","4-L"
677,8.4,6.8,"1-M","2-L","3-L","4-M"
678,8.4,6.8,"1-M","2-L","3-L","4-H"
679,8.4,6.8,"1-M","2-L","3-M","4-L"
680,8.4,6.8,"1-M","2-L","3-M","4-M"
681,8.4,6.8,"1-M","2-L","3-M","4-H"
682,8.4,6.8,"1-M","2-L","3-H","4-L"
683,8.4,6.8,"1-M","2-L","3-H","4-M"
684,8.4,6.8,"1-M","2-L","3-H","4-H"
685,8.4,6.8,"1-M","2-M","3-L","4-L"
686,8.4,6.8,"1-M","2-M","3-L","4-M"
687,8.4,6.8,"1-M","2-M","3-L","4-H"
688,8.4,6.8,"1-M","2-M","3-M","4-L"
689,8.4,6.8,"1-M","2-M","3-M","4-M"
690,8.4,6.8,"1-M","2-M","3-M","4-H"
691,8.4,6.8,"1-M","2-M","3-H","4-L"
692,8.4,6.8,"1-M","2-M","3-H","4-M"
693,8.4,6.8,"1-M","2-M","3-H","4-H"
694,8.4,6.8,"1-M","2-H","3-L","4-L"
695,8.4,6.8,"1-M","2-H","3-L","4-M"
696,8.4,6.8,"1-M","2-H","3-L","4-H"
697,8.4,6.8,"1-M","2-H","3-M","4-L"
698,8.4,6.8,"1-M","2-H","3-M","4-M"
699,8.4,6.8,"1-M","2-H","3-M","4-H"
700,8.4,6.8,"1-M","2-H","3-H","4-L"
701,8.4,6.8,"1-M","2-H","3-H","4-M"
702,8.4,6.8,"1-M","2-H","3-H","4-H"
703,8.4,6.8,"1-H","2-L","3-L","4-L"
704,8.4,6.8,"1-H","2-L","3-L","4-M"
705,8.4,6.8,"1-H","2-L","3-L","4-H"
706,8.4,6.8,"1-H","2-L","3-M","4-L"
707,8.4,6.8,"1-H","2-L","3-M","4-M"
708,8.4,6.8,"1-H","2-L","3-M","4-H"
709,8.4,6.8,"1-H","2-L","3-H","4-L"
710,8.4,6.8,"1-H","2-L","3-H","4-M"
711,8.4,6.8,"1-H","2-L","3-H","4-H"
712,8.4,6.8,"1-H","2-M","3-L","4-L"
713,8.4,6.8,"1-H","2-M","3-L","4-M"
714,8.4,6.8,"1-H","2-M","3-L","4-H"
715,8.4,6.8,"1-H","2-M","3-M","4-L"
716,8.4,6.8,"1-H","2-M","3-M","4-M"
717,8.4,6.8,"1-H","2-M","3-M","4-H"
718,8.4,6.8,"1-H","2-M","3-H","4-L"
719,8.4,6.8,"1-H","2-M","3-H","4-M"
720,8.4,6.8,"1-H","2-M","3-H","4-H"
721,8.4,6.8,"1-H","2-H","3-L","4-L"
722,8.4,6.8,"1-H","2-H","3-L","4-M"
723,8.4,6.8,"1-H","2-H","3-L","4-H"
724,8.4,6.8,"1-H","2-H","3-M","4-L"
725,8.4,6.8,"1-H","2-H","3-M","4-M"
726,8.4,6.8,"1-H","2-H","3-M","4-H"
727,8.4,6.8,"1-H","2-H","3-H","4-L"
728,8.4,6.8,"1-H","2-H","3-H","4-M"
729,8.4,6.8,"1-H","2-H","3-H","4-H"
730,8.4,7.2,"1-L","2-L","3-L","4-L"
731,8.4,7.2,"1-L","2-L","3-L","4-M"
732,8.4,7.2,"1-L","2-L","3-L","4-H"
733,8.4,7.2,"1-L","2-L","3-M","4-L"
734,8.4,7.2,"1-L","2-L","3-M","4-M"
735,8.4,7.2,"1-L","2-L","3-M","4-H"
736,8.4,7.2,"1-L","2-L","3-H","4-L"
737,8.4,7.2,"1-L","2-L","3-H","4-M"
738,8.4,7.2,"1-L","2-L","3-H","4-H"
739,8.4,7.2,"1-L","2-M","3-L","4-L"
740,8.4,7.2,"1-L","2-M","3-L","4-M"
741,8.4,7.2,"1-L","2-M","3-L","4-H"
742,8.4,7.2,"1-L","2-M","3-M","4-L"
743,8.4,7.2,"1-L","2-M","3-M","4-M"
744,8.4,7.2,"1-L","2-M","3-M","4-H"
745,8.4,7.2,"1-L","2-M","3-H","4-L"
746,8.4,7.2,"1-L","2-M","3-H","4-M"
747,8.4,7.2,"1-L","2-M","3-H","4-H"
748,8.4,7.2,"1-L","2-H","3-L","4-L"
749,8.4,7.2,"1-L","2-H","3-L","4-M"
750,8.4,7.2,"1-L","2-H","3-L","4-H"
751,8.4,7.2,"1-L","2-H","3-M","4-L"
752,8.4,7.2,"1-L","2-H","3-M","4-M"
753,8.4,7.2,"1-L","2-H","3-M","4-H"
754,8.4,7.2,"1-L","2-H","3-H","4-L"
755,8.4,7.2,"1-L","2-H","3-H","4-M"
756,8.4,7.2,"1-L","2-H","3-H","4-H"
757,8.4,7.2,"1-M","2-L","3-L","4-L"
758,8.4,7.2,"1-M","2-L","3-L","4-M"
759,8.4,7.2,"1-M","2-L","3-L","4-H"
760,8.4,7.2,"1-M","2-L","3-M","4-L"
761,8.4,7.2,"1-M","2-L","3-M","4-M"
762,8.4,7.2,"1-M","2-L","3-M","4-H"
763,8.4,7.2,"1-M","2-L","3-H","4-L"
764,8.4,7.2,"1-M","2-L","3-H","4-M"
765,8.4,7.2,"1-M","2-L","3-H","4-H"
766,8.4,7.2,"1-M","2-M","3-L","4-L"
767,8.4,7.2,"1-M","2-M","3-L","4-M"
768,8.4,7.2,"1-M","2-M","3-L","4-H"
769,8.4,7.2,"1-M","2-M","3-M","4-L"
770,8.4,7.2,"1-M","2-M","3-M","4-M"
771,8.4,7.2,"1-M","2-M","3-M","4-H"
772,8.4,7.2,"1-M","2-M","3-H","4-L"
773,8.4,7.2,"1-M","2-M","3-H","4-M"
774,8.4,7.2,"1-M","2-M","3-H","4-H"
775,8.4,7.2,"1-M","2-H","3-L","4-L"
776,8.4,7.2,"1-M","2-H","3-L","4-M"
777,8.4,7.2,"1-M","2-H","3-L","4-H"
778,8.4,7.2,"1-M","2-H","3-M","4-L"
779,8.4,7.2,"1-M","2-H","3-M","4-M"
780,8.4,7.2,"1-M","2-H","3-M","4-H"
781,8.4,7.2,"1-M","2-H","3-H","4-L"
782,8.4,7.2,"1-M","2-H","3-H","4-M"
783,8.4,7.2,"1-M","2-H","3-H","4-H"
784,8.4,7.2,"1-H","2-L","3-L","4-L"
785,8.4,7.2,"1-H","2-L","3-L","4-M"
786,8.4,7.2,"1-H","2-L","3-L","4-H"
787,8.4,7.2,"1-H","2-L","3-M","4-L"
788,8.4,7.2,"1-H","2-L","3-M","4-M"
789,8.4,7.2,"1-H","2-L","3-M","4-H"
790,8.4,7.2,"1-H","2-L","3-H","4-L"
791,8.4,7.2,"1-H","2-L","3-H","4-M"
792,8.4,7.2,"1-H","2-L","3-H","4-H"
793,8.4,7.2,"1-H","2-M","3-L","4-L"
794,8.4,7.2,"1-H","2-M","3-L","4-M"
795,8.4,7.2,"1-H","2-M","3-L","4-H"
796,8.4,7.2,"1-H","2-M","3-M","4-L"
797,8.4,7.2,"1-H","2-M","3-M","4-M"
798,8.4,7.2,"1-H","2-M","3-M","4-H"
799,8.4,7.2,"1-H","2-M","3-H","4-L"
800,8.4,7.2,"1-H","2-M","3-H","4-M"
801,8.4,7.2,"1-H","2-M","3-H","4-H"
802,8.4,7.2,"1-H","2-H","3-L","4-L"
803,8.4,7.2,"1-H","2-H","3-L","4-M"
804,8.4,7.2,"1-H","2-H","3-L","4-H"
805,8.4,7.2,"1-H","2-H","3-M","4-L"
806,8.4,7.2,"1-H","2-H","3-M","4-M"
807,8.4,7.2,"1-H","2-H","3-M","4-H"
808,8.4,7.2,"1-H","2-H","3-H","4-L"
809,8.4,7.2,"1-H","2-H","3-H","4-M"
810,8.4,7.2,"1-H","2-H","3-H","4-H"
811,8.4,7.6,"1-L","2-L","3-L","4-L"
812,8.4,7.6,"1-L","2-L","3-L","4-M"
813,8.4,7.6,"1-L","2-L","3-L","4-H"
814,8.4,7.6,"1-L","2-L","3-M","4-L"
815,8.4,7.6,"1-L","2-L","3-M","4-M"
816,8.4,7.6,"1-L","2-L","3-M","4-H"
817,8.4,7.6,"1-L","2-L","3-H","4-L"
818,8.4,7.6,"1-L","2-L","3-H","4-M"
819,8.4,7.6,"1-L","2-L","3-H","4-H"
820,8.4,7.6,"1-L","2-M","3-L","4-L"
821,8.4,7.6,"1-L","2-M","3-L","4-M"
822,8.4,7.6,"1-L","2-M","3-L","4-H"
823,8.4,7.6,"1-L","2-M","3-M","4-L"
824,8.4,7.6,"1-L","2-M","3-M","4-M"
825,8.4,7.6,"1-L","2-M","3-M","4-H"
826,8.4,7.6,"1-L","2-M","3-H","4-L"
827,8.4,7.6,"1-L","2-M","3-H","4-M"
828,8.4,7.6,"1-L","2-M","3-H","4-H"
829,8.4,7.6,"1-L","2-H","3-L","4-L"
830,8.4,7.6,"1-L","2-H","3-L","4-M"
831,8.4,7.6,"1-L","2-H","3-L","4-H"
832,8.4,7.6,"1-L","2-H","3-M","4-L"
833,8.4,7.6,"1-L","2-H","3-M","4-M"
834,8.4,7.6,"1-L","2-H","3-M","4-H"
835,8.4,7.6,"1-L","2-H","3-H","4-L"
836,8.4,7.6,"1-L","2-H","3-H","4-M"
837,8.4,7.6,"1-L","2-H","3-H","4-H"
838,8.4,7.6,"1-M","2-L","3-L","4-L"
839,8.4,7.6,"1-M","2-L","3-L","4-M"
840,8.4,7.6,"1-M","2-L","3-L","4-H"
841,8.4,7.6,"1-M","2-L","3-M","4-L"
842,8.4,7.6,"1-M","2-L","3-M","4-M"
843,8.4,7.6,"1-M","2-L","3-M","4-H"
844,8.4,7.6,"1-M","2-L","3-H","4-L"
845,8.4,7.6,"1-M","2-L","3-H","4-M"
846,8.4,7.6,"1-M","2-L","3-H","4-H"
847,8.4,7.6,"1-M","2-M","3-L","4-L"
848,8.4,7.6,"1-M","2-M","3-L","4-M"
849,8.4,7.6,"1-M","2-M","3-L","4-H"
850,8.4,7.6,"1-M","2-M","3-M","4-L"
851,8.4,7.6,"1-M","2-M","3-M","4-M"
852,8.4,7.6,"1-M","2-M","3-M","4-H"
853,8.4,7.6,"1-M","2-M","3-H","4-L"
854,8.4,7.6,"1-M","2-M","3-H","4-M"
855,8.4,7.6,"1-M","2-M","3-H","4-H"
856,8.4,7.6,"1-M","2-H","3-L","4-L"
857,8.4,7.6,"1-M","2-H","3-L","4-M"
858,8.4,7.6,"1-M","2-H","3-L","4-H"
859,8.4,7.6,"1-M","2-H","3-M","4-L"
860,8.4,7.6,"1-M","2-H","3-M","4-M"
861,8.4,7.6,"1-M","2-H","3-M","4-H"
862,8.4,7.6,"1-M","2-H","3-H","4-L"
863,8.4,7.6,"1-M","2-H","3-H","4-M"
864,8.4,7.6,"1-M","2-H","3-H","4-H"
865,8.4,7.6,"1-H","2-L","3-L","4-L"
866,8.4,7.6,"1-H","2-L","3-L","4-M"
867,8.4,7.6,"1-H","2-L","3-L","4-H"
868,8.4,7.6,"1-H","2-L","3-M","4-L"
869,8.4,7.6,"1-H","2-L","3-M","4-M"
870,8.4,7.6,"1-H","2-L","3-M","4-H"
871,8.4,7.6,"1-H","2-L","3-H","4-L"
872,8.4,7.6,"1-H","2-L","3-H","4-M"
873,8.4,7.6,"1-H","2-L","3-H","4-H"
874,8.4,7.6,"1-H","2-M","3-L","4-L"
875,8.4,7.6,"1-H","2-M","3-L","4-M"
876,8.4,7.6,"1-H","2-M","3-L","4-H"
877,8.4,7.6,"1-H","2-M","3-M","4-L"
878,8.4,7.6,"1-H","2-M","3-M","4-M"
879,8.4,7.6,"1-H","2-M","3-M","4-H"
880,8.4,7.6,"1-H","2-M","3-H","4-L"
881,8.4,7.6,"1-H","2-M","3-H","4-M"
882,8.4,7.6,"1-H","2-M","3-H","4-H"
883,8.4,7.6,"1-H","2-H","3-L","4-L"
884,8.4,7.6,"1-H","2-H","3-L","4-M"
885,8.4,7.6,"1-H","2-H","3-L","4-H"
886,8.4,7.6,"1-H","2-H","3-M","4-L"
887,8.4,7.6,"1-H","2-H","3-M","4-M"
888,8.4,7.6,"1-H","2-H","3-M","4-H"
889,8.4,7.6,"1-H","2-H","3-H","4-L"
890,8.4,7.6,"1-H","2-H","3-H","4-M"
891,8.4,7.6,"1-H","2-H","3-H","4-H"
892,8.4,8,"1-L","2-L","3-L","4-L"
893,8.4,8,"1-L","2-L","3-L","4-M"
894,8.4,8,"1-L","2-L","3-L","4-H"
895,8.4,8,"1-L","2-L","3-M","4-L"
896,8.4,8,"1-L","2-L","3-M","4-M"
897,8.4,8,"1-L","2-L","3-M","4-H"
898,8.4,8,"1-L","2-L","3-H","4-L"
899,8.4,8,"1-L","2-L","3-H","4-M"
900,8.4,8,"1-L","2-L","3-H","4-H"
901,8.4,8,"1-L","2-M","3-L","4-L"
902,8.4,8,"1-L","2-M","3-L","4-M"
903,8.4,8,"1-L","2-M","3-L","4-H"
904,8.4,8,"1-L","2-M","3-M","4-L"
905,8.4,8,"1-L","2-M","3-M","4-M"
906,8.4,8,"1-L","2-M","3-M","4-H"
907,8.4,8,"1-L","2-M","3-H","4-L"
908,8.4,8,"1-L","2-M","3-H","4-M"
909,8.4,8,"1-L","2-M","3-H","4-H"
910,8.4,8,"1-L","2-H","3-L","4-L"
911,8.4,8,"1-L","2-H","3-L","4-M"
912,8.4,8,"1-L","2-H","3-L","4-H"
913,8.4,8,"1-L","2-H","3-M","4-L"
914,8.4,8,"1-L","2-H","3-M","4-M"
915,8.4,8,"1-L","2-H","3-M","4-H"
916,8.4,8,"1-L","2-H","3-H","4-L"
917,8.4,8,"1-L","2-H","3-H","4-M"
918,8.4,8,"1-L","2-H","3-H","4-H"
919,8.4,8,"1-M","2-L","3-L","4-L"
920,8.4,8,"1-M","2-L","3-L","4-M"
921,8.4,8,"1-M","2-L","3-L","4-H"
922,8.4,8,"1-M","2-L","3-M","4-L"
923,8.4,8,"1-M","2-L","3-M","4-M"
924,8.4,8,"1-M","2-L","3-M","4-H"
925,8.4,8,"1-M","2-L","3-H","4-L"
926,8.4,8,"1-M","2-L","3-H","4-M"
927,8.4,8,"1-M","2-L","3-H","4-H"
928,8.4,8,"1-M","2-M","3-L","4-L"
929,8.4,8,"1-M","2-M","3-L","4-M"
930,8.4,8,"1-M","2-M","3-L","4-H"
931,8.4,8,"1-M","2-M","3-M","4-L"
932,8.4,8,"1-M","2-M","3-M","4-M"
933,8.4,8,"1-M","2-M","3-M","4-H"
934,8.4,8,"1-M","2-M","3-H","4-L"
935,8.4,8,"1-M","2-M","3-H","4-M"
936,8.4,8,"1-M","2-M","3-H","4-H"
937,8.4,8,"1-M","2-H","3-L","4-L"
938,8.4,8,"1-M","2-H","3-L","4-M"
939,8.4,8,"1-M","2-H","3-L","4-H"
940,8.4,8,"1-M","2-H","3-M","4-L"
941,8.4,8,"1-M","2-H","3-M","4-M"
942,8.4,8,"1-M","2-H","3-M","4-H"
943,8.4,8,"1-M","2-H","3-H","4-L"
944,8.4,8,"1-M","2-H","3-H","4-M"
945,8.4,8,"1-M","2-H","3-H","4-H"
946,8.4,8,"1-H","2-L","3-L","4-L"
947,8.4,8,"1-H","2-L","3-L","4-M"
948,8.4,8,"1-H","2-L","3-L","4-H"
949,8.4,8,"1-H","2-L","3-M","4-L"
950,8.4,8,"1-H","2-L","3-M","4-M"
951,8.4,8,"1-H","2-L","3-M","4-H"
952,8.4,8,"1-H","2-L","3-H","4-L"
953,8.4,8,"1-H","2-L","3-H","4-M"
954,8.4,8,"1-H","2-L","3-H","4-H"
955,8.4,8,"1-H","2-M","3-L","4-L"
956,8.4,8,"1-H","2-M","3-L","4-M"
957,8.4,8,"1-H","2-M","3-L","4-H"
958,8.4,8,"1-H","2-M","3-M","4-L"
959,8.4,8,"1-H","2-M","3-M","4-M"
960,8.4,8,"1-H","2-M","3-M","4-H"
961,8.4,8,"1-H","2-M","3-H","4-L"
962,8.4,8,"1-H","2-M","3-H","4-M"
963,8.4,8,"1-H","2-M","3-H","4-H"
964,8.4,8,"1-H","2-H","3-L","4-L"
965,8.4,8,"1-H","2-H","3-L","4-M"
966,8.4,8,"1-H","2-H","3-L","4-H"
967,8.4,8,"1-H","2-H","3-M","4-L"
968,8.4,8,"1-H","2-H","3-M","4-M"
969,8.4,8,"1-H","2-H","3-M","4-H"
970,8.4,8,"1-H","2-H","3-H","4-L"
971,8.4,8,"1-H","2-H","3-H","4-M"
972,8.4,8,"1-H","2-H","3-H","4-H"
973,8.8,6,"1-L","2-L","3-L","4-L"
974,8.8,6,"1-L","2-L","3-L","4-M"
975,8.8,6,"1-L","2-L","3-L","4-H"
976,8.8,6,"1-L","2-L","3-M","4-L"
977,8.8,6,"1-L","2-L","3-M","4-M"
978,8.8,6,"1-L","2-L","3-M","4-H"
979,8.8,6,"1-L","2-L","3-H","4-L"
980,8.8,6,"1-L","2-L","3-H","4-M"
981,8.8,6,"1-L","2-L","3-H","4-H"
982,8.8,6,"1-L","2-M","3-L","4-L"
983,8.8,6,"1-L","2-M","3-L","4-M"
984,8.8,6,"1-L","2-M","3-L","4-H"
985,8.8,6,"1-L","2-M","3-M","4-L"
986,8.8,6,"1-L","2-M","3-M","4-M"
987,8.8,6,"1-L","2-M","3-M","4-H"
988,8.8,6,"1-L","2-M","3-H","4-L"
989,8.8,6,"1-L","2-M","3-H","4-M"
990,8.8,6,"1-L","2-M","3-H","4-H"
991,8.8,6,"1-L","2-H","3-L","4-L"
992,8.8,6,"1-L","2-H","3-L","4-M"
993,8.8,6,"1-L","2-H","3-L","4-H"
994,8.8,6,"1-L","2-H","3-M","4-L"
995,8.8,6,"1-L","2-H","3-M","4-M"
996,8.8,6,"1-L","2-H","3-M","4-H"
997,8.8,6,"1-L","2-H","3-H","4-L"
998,8.8,6,"1-L","2-H","3-H","4-M"
999,8.8,6,"1-L","2-H","3-H","4-H"
1000,8.8,6,"1-M","2-L","3-L","4-L"
1001,8.8,6,"1-M","2-L","3-L","4-M"
1002,8.8,6,"1-M","2-L","3-L","4-H"
1003,8.8,6,"1-M","2-L","3-M","4-L"
1004,8.8,6,"1-M","2-L","3-M","4-M"
1005,8.8,6,"1-M","2-L","3-M","4-H"
1006,8.8,6,"1-M","2-L","3-H","4-L"
1007,8.8,6,"1-M","2-L","3-H","4-M"
1008,8.8,6,"1-M","2-L","3-H","4-H"
1009,8.8,6,"1-M","2-M","3-L","4-L"
1010,8.8,6,"1-M","2-M","3-L","4-M"
1011,8.8,6,"1-M","2-M","3-L","4-H"
1012,8.8,6,"1-M","2-M","3-M","4-L"
1013,8.8,6,"1-M","2-M","3-M","4-M"
1014,8.8,6,"1-M","2-M","3-M","4-H"
1015,8.8,6,"1-M","2-M","3-H","4-L"
1016,8.8,6,"1-M","2-M","3-H","4-M"
1017,8.8,6,"1-M","2-M","3-H","4-H"
1018,8.8,6,"1-M","2-H","3-L","4-L"
1019,8.8,6,"1-M","2-H","3-L","4-M"
1020,8.8,6,"1-M","2-H","3-L","4-H"
1021,8.8,6,"1-M","2-H","3-M","4-L"
1022,8.8,6,"1-M","2-H","3-M","4-M"
1023,8.8,6,"1-M","2-H","3-M","4-H"
1024,8.8,6,"1-M","2-H","3-H","4-L"
1025,8.8,6,"1-M","2-H","3-H","4-M"
1026,8.8,6,"1-M","2-H","3-H","4-H"
1027,8.8,6,"1-H","2-L","3-L","4-L"
1028,8.8,6,"1-H","2-L","3-L","4-M"
1029,8.8,6,"1-H","2-L","3-L","4-H"
1030,8.8,6,"1-H","2-L","3-M","4-L"
1031,8.8,6,"1-H","2-L","3-M","4-M"
1032,8.8,6,"1-H","2-L","3-M","4-H"
1033,8.8,6,"1-H","2-L","3-H","4-L"
1034,8.8,6,"1-H","2-L","3-H","4-M"
1035,8.8,6,"1-H","2-L","3-H","4-H"
1036,8.8,6,"1-H","2-M","3-L","4-L"
1037,8.8,6,"1-H","2-M","3-L","4-M"
1038,8.8,6,"1-H","2-M","3-L","4-H"
1039,8.8,6,"1-H","2-M","3-M","4-L"
1040,8.8,6,"1-H","2-M","3-M","4-M"
1041,8.8,6,"1-H","2-M","3-M","4-H"
1042,8.8,6,"1-H","2-M","3-H","4-L"
1043,8.8,6,"1-H","2-M","3-H","4-M"
1044,8.8,6,"1-H","2-M","3-H","4-H"
1045,8.8,6,"1-H","2-H","3-L","4-L"
1046,8.8,6,"1-H","2-H","3-L","4-M"
1047,8.8,6,"1-H","2-H","3-L","4-H"
1048,8.8,6,"1-H","2-H","3-M","4-L"
1049,8.8,6,"1-H","2-H","3-M","4-M"
1050,8.8,6,"1-H","2-H","3-M","4-H"
1051,8.8,6,"1-H","2-H","3-H","4-L"
1052,8.8,6,"1-H","2-H","3-H","4-M"
1053,8.8,6,"1-H","2-H","3-H","4-H"
1054,8.8,6.4,"1-L","2-L","3-L","4-L"
1055,8.8,6.4,"1-L","2-L","3-L","4-M"
