sim_id,HIV_neg_female,HIV_neg_male,HIV_pos_female,HIV_pos_male,hiv_prev_mse_male,hiv_prev_mse_female,hiv_prev_mse,max_perc_diff_male,max_perc_diff_female,b1_contact,b2_contact,hiv2_mort,hiv3_mort,hiv4_mort,tb_hiv1_mort,tb_hiv2_mort,tb_hiv3_mort,tb_hiv4_mort,hiv_prev_mse_male_norm,hiv_prev_mse_female_norm,hiv_prev_mse_male_norm_rank,hiv_prev_mse_female_norm_rank,tb_mort_mse_male_neg_norm,tb_mort_mse_female_neg_norm,tb_mort_mse_male_pos_norm,tb_mort_mse_female_pos_norm,tb_mort_mse_overall_norm,tbmort_rank_total,tbmort_HIV_neg_male,tbmort_HIV_neg_female,tbmort_HIV_pos_male,tbmort_HIV_pos_female
573,9461.746311,34622.73156,336475.8749,83176.05406,100937260.9,199490954.7,300428215.6,0.030676536,0.055160754,6,10,8,45,1.5,17,30,40,17,0.208783704,0.440786169,2322,3933,0.31356654,0.392186542,0.251004374,0.46189994,0.35502191,872,742,724,934,967
574,9463.704952,34636.1568,330482.3766,81483.66347,101059860.3,198603293.3,299663153.6,0.03067807,0.054996137,6,10,8,45,1.5,17,30,40,20,0.209208767,0.438002991,2337,3899,0.313730682,0.392295987,0.24504208,0.453312534,0.350711718,868,745,726,925,952
575,9700.6332,35881.16638,253604.9291,54852.0877,105394544.7,190819597.2,296214141.9,0.031334962,0.05436868,6,10,8,45,1.5,17,30,60,17,0.224237481,0.413597946,2685,3584,0.328952598,0.405535002,0.151219009,0.34316354,0.295212285,777,770,756,758,772
576,9702.6102,35895.03801,248557.6131,53726.06206,105514914.8,189992844.7,295507759.5,0.031336296,0.05421097,6,10,8,45,1.5,17,30,60,20,0.224654815,0.411005742,2694,3560,0.329122197,0.405645472,0.147252019,0.335931812,0.291908683,766,772,758,748,755
675,10847.28829,39937.57805,223678.6528,42405.84598,101398908.3,199632136.1,301031044.4,0.030907228,0.055571668,6,11,8,45,1.2,14,22,60,17,0.210384274,0.44122883,2367,3940,0.378547685,0.469607498,0.107370886,0.300285565,0.291927972,767,834,839,644,684
676,10849.44063,39952.72387,218132.3244,41390.59965,101530243.3,198641051.3,300171294.6,0.030908867,0.055388398,6,11,8,45,1.2,14,22,60,20,0.210839624,0.438121378,2376,3902,0.378732863,0.469727766,0.103794172,0.292338859,0.288532035,760,836,842,635,674
677,10848.15626,39955.44834,250896.8925,47215.47903,102701283,197990033.3,300691316.3,0.030932544,0.055321995,6,11,8,45,1.2,14,30,40,17,0.214899717,0.436080172,2464,3878,0.378766173,0.469655998,0.124315228,0.339283501,0.308764053,800,837,840,688,761
678,10850.40998,39971.24908,245122.3915,45974.64357,102844329.5,196984274.1,299828603.6,0.030934364,0.055136559,6,11,8,45,1.2,14,30,40,20,0.215395671,0.432926709,2475,3835,0.378959359,0.469781931,0.119943763,0.331009872,0.305034348,792,839,843,679,740
679,11110.48134,41304.52176,171822.8056,27177.00984,107773179.4,188235344.9,296008524.3,0.031683866,0.054351455,6,11,8,45,1.2,14,30,60,17,0.232484407,0.405495267,2828,3506,0.39526041,0.484314131,0.053719679,0.22598719,0.259826969,705,857,869,452,518
680,11112.73364,41320.59003,167191.5696,26603.51911,107914716.4,187304319.4,295219035.9,0.031685444,0.054174298,6,11,8,45,1.2,14,30,60,20,0.232975128,0.402576125,2838,3479,0.395456866,0.484439985,0.051699271,0.219351616,0.257294636,701,859,871,441,501
683,7602.202782,25807.45683,230673.6569,44932.8344,100574131.7,199938277.3,300512409,0.030841929,0.055594802,6,11,8,45,1.2,17,22,60,17,0.207524705,0.442188707,2293,3958,0.205787953,0.28827945,0.116273469,0.310307915,0.226787896,637,545,531,668,700
684,7603.316337,25813.17786,225104.6699,43876.52981,100702852.5,198956588.9,299659441.4,0.03084354,0.055413191,6,11,8,45,1.2,17,22,60,20,0.207970991,0.439110716,2304,3914,0.2058579,0.288341673,0.112552106,0.302328744,0.22330417,631,547,533,654,686
685,7606.981682,25821.23524,258112.5395,49965.0598,101855511.9,198411587.6,300267099.5,0.030863539,0.055354959,6,11,8,45,1.2,17,30,40,17,0.211967358,0.437401916,2405,3891,0.205956413,0.288546484,0.134002004,0.349621985,0.243987776,682,549,535,715,783
