"","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"838",3334,6022.08691796499,17166.3825495582,225963.588253682,250736.227135435,499888.284856641,264182617.110762,13904357.0635545,278086974.174317,0.0428091621094444,0.0182842653873095,9,11,8,35,1.2,14,30,40,20,4887,2786,3264,5419,4474
"839",3335,5442.40078758516,14601.7108207146,465380.946963358,418065.835504364,903490.894076022,287136460.632282,19374130.2472159,306510590.879498,0.0445168766838386,0.018344456744721,9,11,8,35,1.2,14,30,60,17,5800,2291,2831,5880,5762
"840",3336,5426.62423962419,14535.021997852,479902.135700813,424214.797882098,924078.579820388,287705133.454037,19493050.8377202,307198184.291757,0.0445329626056872,0.018344456744721,9,11,8,35,1.2,14,30,60,20,5821,2283,2822,5889,5809
"841",3337,13409.3736914996,47163.4848598677,101262.792289708,138366.483091882,300202.133932957,237855521.924843,11129537.0905128,248985059.015356,0.040669357471916,0.018139981061914,9,11,8,35,1.2,17,22,40,17,3818,5237,5480,4441,2910
"842",3338,13380.826559542,47028.242030354,111058.875601147,143012.42964259,314480.373833632,238406927.968614,11093075.9824988,249500003.951113,0.0406899585350112,0.018139981061914,9,11,8,35,1.2,17,22,40,20,3944,5229,5475,4506,3084
"843",3339,12045.615032634,40797.4905426401,284299.936228686,279215.142434547,616358.184238508,261385067.960889,14341769.5465869,275726837.507476,0.042518072651224,0.0181984643864711,9,11,8,35,1.2,17,22,60,17,5280,4895,5279,5534,4938
"844",3340,12022.3267540109,40693.6261123639,297661.208632394,285279.657474886,635656.818973655,261689579.929369,14378517.1513313,276068097.080701,0.0425351625027422,0.0181984643864711,9,11,8,35,1.2,17,22,60,20,5338,4893,5275,5561,5034
"845",3341,12131.3206054703,41315.5744245876,191352.473710581,222598.110778502,467397.479519142,261064726.780093,13265712.5373038,274330439.317397,0.0425820019715115,0.0181582976385874,9,11,8,35,1.2,17,30,40,17,4726,4950,5293,5253,4154
"846",3342,12102.577329517,41183.8355551751,202935.059285333,227751.715167213,483973.187337238,261645302.450473,13303941.990524,274949244.440997,0.0426009602959509,0.0181582976385874,9,11,8,35,1.2,17,30,40,20,4808,4935,5287,5277,4272
"847",3343,10841.7118714189,35445.5244129554,422382.315879111,383461.104914713,852130.657078198,284101460.553318,18531568.2685977,302633028.821916,0.0443128209277617,0.0182164091451248,9,11,8,35,1.2,17,30,60,17,5746,4582,5028,5804,5632
"848",3344,10830.3390682003,35382.8227173363,436974.336317046,389758.684685545,872946.182788128,284571297.989269,18639482.3331668,303210780.322435,0.0443284304788482,0.0182164091451248,9,11,8,35,1.2,17,30,60,20,5780,4576,5022,5824,5696
"849",3345,6668.11101024804,20021.249174956,114686.864275431,154211.97242329,295588.196883925,240717688.380806,11279228.0658309,251996916.446637,0.0408471143286773,0.0180421388857866,9,11,8,35,1.5,14,22,40,17,3780,3216,3612,4637,3140
"850",3346,6662.18357965072,19983.3632077638,125369.050464096,159311.272028165,311325.869279676,241207414.508579,11263958.3447607,252471372.853339,0.0408682611542907,0.0180421388857866,9,11,8,35,1.5,14,22,40,20,3913,3214,3608,4695,3305
"851",3347,6002.39728464541,16989.6359756491,316042.780963572,305935.958434613,644970.77265848,264640003.713544,14860340.3045361,279500344.01808,0.0427270442317566,0.01810294569011,9,11,8,35,1.5,14,22,60,17,5360,2754,3239,5623,5143
"852",3348,5985.838301117,16917.2966421593,329256.36418882,311779.255276676,663938.754408773,265211499.250859,14928584.7316492,280140083.982508,0.0427446364143898,0.01810294569011,9,11,8,35,1.5,14,22,60,20,5406,2746,3211,5635,5212
