"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
5252,10174.1887868364,92326.8519700478,987040.099657725,1469281.37356398,83781733.303943,202745826.599936,286527559.903879,0.0279260283732861,0.0531788972089488,11,12,8,35,1.2,14,22,60,20,0.111915472841237,0.523879149008167,1460,4788
5253,10203.4172575349,93263.2521981003,772587.236054801,1295431.14686657,82208087.3727398,211666678.222588,293874765.595328,0.0273867425031739,0.0538931913674798,11,12,8,35,1.2,14,30,40,17,0.107383581681036,0.553489002104245,1441,4864
5254,10180.5928142975,92983.0425757699,809624.787632215,1324844.14479048,82727869.3445869,208280438.904732,291008308.249319,0.027392924824396,0.0532832575361505,11,12,8,35,1.2,14,30,40,20,0.108880484686177,0.542249486754019,1447,4840
5255,9332.79248664585,84554.1753318127,1273859.86550185,1756047.77603347,101584290.939374,172025938.011525,273610228.950899,0.0300815922218983,0.0502445413916167,11,12,8,35,1.2,14,30,60,17,0.163184473051011,0.421914513039891,1601,4257
5256,9310.95184335362,84294.2760640718,1314819.03479509,1786094.9040892,102170269.054555,169186776.510711,271357045.565265,0.030087450051014,0.0496775138067015,11,12,8,35,1.2,14,30,60,20,0.164872012152153,0.412490843808393,1614,4190
5257,23399.3157914449,188244.10362329,470253.482958708,950406.880559973,64021187.2516592,253797799.125415,317818986.377074,0.0247303074470419,0.0578240959365853,11,12,8,35,1.2,17,22,40,17,0.0550077261878297,0.693329496428589,916,5321
5258,23361.9294824946,187794.040008417,500553.38706594,977491.66677709,64369163.2300212,249994167.76613,314363330.996151,0.0247366846885575,0.0571934798565438,11,12,8,35,1.2,17,22,40,20,0.0560098507630161,0.680704584531828,931,5267
5259,21717.9208984514,173227.919229651,892670.1292045,1373565.77046909,81471820.2558435,207856519.857829,289328340.113672,0.0276785779744664,0.0539291123812658,11,12,8,35,1.2,17,22,60,17,0.105263230226845,0.540842425944763,1430,4833
5260,21682.0315078092,172808.751963994,927778.409566443,1402036.4168183,81918520.2303783,204651153.87287,286569674.103248,0.0276833833781653,0.0533423703356552,11,12,8,35,1.2,17,22,60,20,0.106549666791587,0.530203260543468,1437,4807
5261,21734.1044074077,174352.040496638,722843.092311061,1233191.14690925,80312451.168256,213595937.414323,293908388.582579,0.0271416409835274,0.0540542956473929,11,12,8,35,1.2,17,30,40,17,0.101924401323046,0.559892547826996,1412,4880
5262,21696.2638392319,173911.294922823,758613.023508064,1261793.44422086,80810973.5993614,210237155.008855,291048128.608216,0.027147718222005,0.0534511751058541,11,12,8,35,1.2,17,30,40,20,0.103360079676029,0.548744166729045,1419,4854
5263,20126.1483073345,159974.321091885,1199502.11030927,1675352.84783131,99072089.1087282,174321383.834886,273393472.943614,0.0297913257929888,0.0504590509047627,11,12,8,35,1.2,17,30,60,17,0.155949665625024,0.429533495676833,1568,4314
5264,20089.8776718415,159564.423920185,1239111.66834231,1704576.33724593,99636159.5757125,171501439.095139,271137598.670851,0.0297970782838484,0.04989858980455,11,12,8,35,1.2,17,30,60,20,0.157574113610666,0.420173610206824,1578,4244
5265,11129.7900838409,101805.424492607,505178.412020504,997320.054355491,65585452.9340258,248622225.927485,314207678.861511,0.0249260501000551,0.0569817126847542,11,12,8,35,1.5,14,22,40,17,0.059512603477921,0.676150871723121,983,5249
5266,11107.14724618,101518.239260963,536533.035795782,1025121.08767607,65971207.0482831,244817503.600383,310788710.648666,0.0249325789778478,0.0563444357111032,11,12,8,35,1.5,14,22,40,20,0.0606235240641528,0.66352233871504,999,5198
5267,10206.9123660773,92626.3406107839,949356.321495978,1436634.97355398,83843966.5692701,202422128.270476,286266094.839746,0.0279241720942855,0.053040721112797,11,12,8,35,1.5,14,22,60,17,0.112094696375206,0.522804738134835,1463,4784
5268,10185.2012044968,92359.5299422376,985602.630010742,1465839.82363701,84326900.9869585,199223541.722681,283550442.709639,0.0279290653886697,0.0524476099139466,11,12,8,35,1.5,14,22,60,20,0.113485483321038,0.512188074860803,1468,4758
5269,10220.9621080295,93300.5962832885,771767.963697287,1292976.03163816,82762551.5340187,208130355.501271,290892907.03529,0.027390181276703,0.0532177577755691,11,12,8,35,1.5,14,30,40,17,0.108980364782828,0.541751333918773,1448,4837
5270,10198.0555341942,93020.0651179702,808756.98039785,1322333.97648139,83299872.2076282,204778618.8124,288078491.020028,0.0273963630788803,0.0526083121725002,11,12,8,35,1.5,14,30,40,20,0.110527776918327,0.530626338775686,1455,4809
5271,9343.17432776583,84584.2110360413,1272225.56211524,1752339.37098386,102305736.578246,168767608.085046,271073344.663292,0.0300854392452573,0.0495176066934234,11,12,8,35,1.5,14,30,60,17,0.165262140618117,0.411099551134615,1618,4181
5272,9321.28098551444,84324.0594064849,1313110.00552035,1782338.63367262,102907430.84673,165960260.125286,268867690.972016,0.0300912965343216,0.0489508672680618,11,12,8,35,1.5,14,30,60,20,0.166994940152254,0.40178147656122,1635,4098
5273,23417.9769428268,188296.966130032,469401.666362813,948085.554285235,64353053.3356148,249858501.22259,314211554.558205,0.0247337736785484,0.0570820740100462,11,12,8,35,1.5,17,22,40,17,0.055963456407968,0.680254283754033,930,5264
5274,23380.4969970983,187846.43568848,499635.747811873,975123.425720231,64720420.9481275,246091366.692835,310811787.640962,0.0247401503864797,0.0564517991799767,11,12,8,35,1.5,17,22,40,20,0.0570214263125559,0.667750511161742,945,5213
5275,21735.6647701794,173279.06384643,891346.03101305,1370243.62862551,81983740.7636695,204283394.330864,286267135.094533,0.0276816161898764,0.0531967931338643,11,12,8,35,1.5,17,22,60,17,0.106737493260314,0.528982602867039,1438,4802
5276,21699.6950065718,172859.509826987,926378.620757112,1398663.02975649,82447354.7509602,201111102.034614,283558456.785575,0.0276864212176361,0.0526103428253999,11,12,8,35,1.5,17,22,60,20,0.108072639934091,0.518453214772379,1445,4773
