F15Regions,DName2016,CName2016,SName2016,scode,SC,Sname,scode17,DNama2017,BCOUNTIES
ANKOLE,ISINGIRO,BUKANGA,KASHUMBA,"418102",ISINGIROBUKANGAKASHUMBA,KAKAMBA,"418102",ISINGIRO,
ANKOLE,ISINGIRO,BUKANGA,NGARAMA,"418104",ISINGIROBUKANGANGARAMA,NGARAMA,"418104",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,KABINGO,"418204",ISINGIROISINGIROKABINGO,KABINGO,"418204",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,MASHA,"418208",ISINGIROISINGIROMASHA,MASHA,"418208",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,KABEREBERE TOWN COUNCIL,"418203",ISINGIROISINGIROKABAREBERE TOWN COUNCIL,KABEREBERE TOWN COUNCIL,"418203",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,BIRERE,"418201",ISINGIROISINGIROBIREERE,BIRERE,"418201",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,NYAMUYANJA,"418210",ISINGIROISINGIRONYAMUYANJA,NYAMUYANJA,"418210",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,NYAKITUNDA,"418209",ISINGIROISINGIRONYAKITUNDA,NYAKITUNDA,"418209",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,"418202",ISINGIROISINGIROISINGIRO TOWN COUNCIL,ISINGIRO TOWN COUNCIL,"418202",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,KIKAGATE,"418207",ISINGIROISINGIROKIKAGATE,KIKAGATE,"418207",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,KABUYANDA,"418205",ISINGIROISINGIROKABUYANDA,KABUYANDA,"418205",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,KABUYANDA TOWN COUNCIL,"418206",ISINGIROISINGIROKABUYANDA TOWN COUNCIL,KABUYANDA TOWN COUNCIL,"418206",ISINGIRO,
ANKOLE,ISINGIRO,ISINGIRO,RUBOROGOTA,"418211",ISINGIROISINGIRORUBOROGOTA,RUBOROGOTA,"418211",ISINGIRO,
ANKOLE,NTUNGAMO,KAJARA,BWONGYERA,"411101",NTUNGAMOKAJARABWONGYERA,BWONGYERA,"411101",NTUNGAMO,
ANKOLE,NTUNGAMO,KAJARA,IHUNGA,"411102",NTUNGAMOKAJARAIHUNGA,IHUNGA,"411102",NTUNGAMO,
ANKOLE,NTUNGAMO,KAJARA,KIBATSI,"411103",NTUNGAMOKAJARAKIBATSI,KIBATSI,"411103",NTUNGAMO,
ANKOLE,NTUNGAMO,KAJARA,NYABIHOKO,"411104",NTUNGAMOKAJARANYABIHOKO,NYABIHOKO,"411104",NTUNGAMO,
ANKOLE,NTUNGAMO,KAJARA,RWASHAMAIRE TOWN COUNCIL,"411105",NTUNGAMOKAJARARWASHAMAIRE TOWN COUNCIL,RWASHAMAIRE TOWN COUNCIL,"411105",NTUNGAMO,
ANKOLE,NTUNGAMO,NTUNGAMO MUNICIPALITY,CENTRAL DIVISION,"411201",NTUNGAMONTUNGAMO MUNICIPALITYCENTRAL DIVISION,CENTRAL DIVISION,"411201",NTUNGAMO,
ANKOLE,NTUNGAMO,NTUNGAMO MUNICIPALITY,EASTERN DIVISION,"411202",NTUNGAMONTUNGAMO MUNICIPALITYEASTERN DIVISION,EASTERN DIVISION,"411202",NTUNGAMO,
ANKOLE,NTUNGAMO,RUHAAMA,KITWE TOWN COUNCIL,"411302",NTUNGAMORUHAAMAKITWE TOWN COUNCIL,KITWE TOWN COUNCIL,"411302",NTUNGAMO,
ANKOLE,NTUNGAMO,RUHAAMA,NYAKYERA,"411304",NTUNGAMORUHAAMANYAKYERA,NYAKYERA,"411304",NTUNGAMO,
ANKOLE,NTUNGAMO,RUHAAMA,RUHAAMA,"411305",NTUNGAMORUHAAMARUHAAMA,RUHAAMA,"411305",NTUNGAMO,
ANKOLE,NTUNGAMO,RUHAAMA,RUKONI EAST,"411306",NTUNGAMORUHAAMARUKONI EAST,RUKONI EAST,"411306",NTUNGAMO,
ANKOLE,NTUNGAMO,RUHAAMA,RUKONI WEST,"411307",NTUNGAMORUHAAMARUKONI WEST,RUKONI WEST,"411307",NTUNGAMO,
ANKOLE,NTUNGAMO,RUHAAMA,RWEIKINIRO,"411308",NTUNGAMORUHAAMARWEIKINIRO,RWEIKINIRO,"411308",NTUNGAMO,
ANKOLE,NTUNGAMO,NTUNGAMO MUNICIPALITY,WESTERN DIVISION,"411203",NTUNGAMONTUNGAMO MUNICIPALITYWESTERN DIVISION,WESTERN DIVISION,"411203",NTUNGAMO,
ANKOLE,NTUNGAMO,RUSHENYI,NGOMA,"411402",NTUNGAMORUSHENYINGOMA,NGOMA,"411402",NTUNGAMO,
ANKOLE,NTUNGAMO,RUSHENYI,RUBAARE,"411403",NTUNGAMORUSHENYIRUBAARE,RUBAARE,"411403",NTUNGAMO,
ANKOLE,NTUNGAMO,RUSHENYI,RUBAARE TOWN COUNCIL,"411404",NTUNGAMORUSHENYIRUBAARE TOWN COUNCIL,RUBAARE TOWN COUNCIL,"411404",NTUNGAMO,
ANKOLE,NTUNGAMO,RUSHENYI,RUGARAMA,"411405",NTUNGAMORUSHENYIRUGARAMA,RUGARAMA,"411405",NTUNGAMO,
ANKOLE,NTUNGAMO,RUHAAMA,ITOJO,"411301",NTUNGAMORUHAAMAITOJO,ITOJO,"411301",NTUNGAMO,
ANKOLE,NTUNGAMO,RUHAAMA,NTUNGAMO,"411303",NTUNGAMORUHAAMANTUNGAMO,NTUNGAMO,"411303",NTUNGAMO,
ANKOLE,ISINGIRO,BUKANGA,RUGAAGA,"418105",ISINGIROBUKANGARUGAAGA,RUGAAGA,"418105",ISINGIRO,
ANKOLE,ISINGIRO,BUKANGA,ENDIINZI,"418101",ISINGIROBUKANGAENDIINZI,ENDIINZI,"418101",ISINGIRO,
ANKOLE,ISINGIRO,BUKANGA,ENDIINZI TOWN COUNCIL,"418108",ISINGIROBUKANGAENDIINZI TOWN COUNCIL,ENDIINZI TOWN COUNCIL,"418108",ISINGIRO,
KIGEZI,RUKUNGIRI,RUJUMBURA,BUGANGARI,"412201",RUKUNGIRIBUJUMBURABUGANGARI,BUGANGARI,"412201",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUBABO,BUYANJA,"412101",RUKUNGIRIRUBABOBUYANJA,BUYANJA,"412101",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUBABO,KEBISONI,"412102",RUKUNGIRIRUBABOKEBISONI,KEBISONI,"412102",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUKUNGIRI MUNICIPALITY,EASTERN DIVISON,"412301",RUKUNGIRIRUKUNGIRI MUNICIPALITYEASTERN DIVISION,EASTERN DIVISON,"412301",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUKUNGIRI MUNICIPALITY,SOUTHERN DIVISION,"412302",RUKUNGIRIRUKUNGIRI MUNICIPALITYSOUTHERN DIVISION,SOUTHERN DIVISION,"412302",RUKUNGIRI,
BUNYORO,KAKUMIRO,BUGANGAIZI,KISIITA,"428106",KAKUMIROBUGANGAIZIKASIITA,KISIITA,"428106",KAKUMIRO,
KIGEZI,RUKUNGIRI,RUKUNGIRI MUNICIPALITY,WESTERN DIVISION,"412303",RUKUNGIRIRUKUNGIRI MUNICIPALITYWESTERN DIVISION,WESTERN DIVISION,"412303",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUJUMBURA,NYAKAGYEME,"412204",RUKUNGIRIBUJUMBURANYAKAGYEME,NYAKAGYEME,"412204",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUJUMBURA,BUHUNGA,"412202",RUKUNGIRIBUJUMBURABUHUNGA,BUHUNGA,"412202",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUBABO,NYAKISHENYI,"412103",RUKUNGIRIRUBABONYAKISHENYI,NYAKISHENYI,"412103",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUBABO,KEBISONI TOWN COUNCIL,"412106",RUKUNGIRIRUBABOKEBISONI TOWN COUNCIL,KEBISONI TOWN COUNCIL,"412106",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUBABO,BUYANJA TOWN COUNCIL,"412105",RUKUNGIRIRUBABOBUYANJA TOWN COUNCIL,BUYANJA TOWN COUNCIL,"412105",RUKUNGIRI,
TORO,KAMWENGE,KIBALE,BWIZI,"413103",KAMWENGEKIBALEBWIZI,BWIZI,"413103",KAMWENGE,
TORO,KAMWENGE,KIBALE,KAHUNGE,"413105",KAMWENGEKIBALEKAHUNGE,KAHUNGE,"413105",KAMWENGE,
TORO,KAMWENGE,KIBALE,KAMWENGE,"413106",KAMWENGEKIBALEKAMWENGE,KAMWENGE,"413106",KAMWENGE,
TORO,KAMWENGE,KITAGWENDA,KANARA,"413202",KAMWENGEKITAGWENDAKANARA,KANARA,"413202",KAMWENGE,
TORO,KAMWENGE,KITAGWENDA,KICHECHE,"413203",KAMWENGEKITAGWENDAKICHECHE,KICHECHE,"413203",KAMWENGE,
TORO,KAMWENGE,KITAGWENDA,MAHYORO,"413204",KAMWENGEKITAGWENDAMAHYORO,MAHYORO,"413204",KAMWENGE,
TORO,KAMWENGE,KIBALE,NKOMA,"413109",KAMWENGEKITAGWENDANKOMA,NKOMA,"413109",KAMWENGE,
TORO,KAMWENGE,KIBALE,BIGULI,"413101",KAMWENGEKIBALEBIGULI,BIGULI,"413101",KAMWENGE,
TORO,KAMWENGE,KIBALE,BIHANGA,"413108",KAMWENGEKITAGWENDABIHANGA,BIHANGA,"413108",KAMWENGE,
TORO,BUNDIBUGYO,BUGHENDERA,BUKONZO,"401101",BUNDIBUGYOBUGHENDERABUKONZO,BUKONZO,"401101",BUNDIBUGYO,
TORO,BUNDIBUGYO,BUGHENDERA,HARUGALE,"401102",BUNDIBUGYOBUGHENDERAHARUGALI,HARUGALE,"401102",BUNDIBUGYO,
TORO,BUNDIBUGYO,BUGHENDERA,NDUGUTO,"401103",BUNDIBUGYOBUGHENDERANDUGUTU,NDUGUTO,"401103",BUNDIBUGYO,
TORO,BUNDIBUGYO,BUGHENDERA,NGAMBA,"401104",BUNDIBUGYOBUGHENDERANGAMBA,NGAMBA,"401104",BUNDIBUGYO,
TORO,BUNDIBUGYO,BUGHENDERA,NTOTORO,"401105",BUNDIBUGYOBUGHENDERANTOTORO,NTOTORO,"401105",BUNDIBUGYO,
TORO,BUNDIBUGYO,BUGHENDERA,SINDILA,"401110",BUNDIBUGYOBUGHENDERASINDILA,SINDILA,"401106",BUNDIBUGYO,
TORO,BUNDIBUGYO,BUGHENDERA,KASITU,"401107",BUNDIBUGYOBUGHENDERAKASITU,KASITU,"401107",BUNDIBUGYO,
TORO,BUNDIBUGYO,BWAMBA,BUBANDI,"401201",BUNDIBUGYOBWAMBABUBANDI,BUBANDI,"401201",BUNDIBUGYO,
TORO,BUNDIBUGYO,BWAMBA,TOKWE,"401210",BUNDIBUGYOBWAMBATOKWE,TOKWE,"401210",BUNDIBUGYO,
TORO,BUNDIBUGYO,BWAMBA,BUNDIBUGYO TOWN COUNCIL,"401203",BUNDIBUGYOBWAMBABUNDIBUGYO TC,BUNDIBUGYO TOWN COUNCIL,"401203",BUNDIBUGYO,
TORO,BUNDIBUGYO,BWAMBA,BUSARU,"401204",BUNDIBUGYOBWAMBABUSARU,BUSARU,"401204",BUNDIBUGYO,
TORO,BUNDIBUGYO,BWAMBA,KIRUMYA,"401206",BUNDIBUGYOBWAMBAKIRUMYA,KIRUMYA,"401206",BUNDIBUGYO,
TORO,BUNDIBUGYO,BWAMBA,KISUBBA,"401207",BUNDIBUGYOBWAMBAKISUBA,KISUBBA,"401207",BUNDIBUGYO,
TORO,BUNDIBUGYO,BWAMBA,MIRAMBI,"401208",BUNDIBUGYOBWAMBAMIRAMBI,MIRAMBI,"401208",BUNDIBUGYO,
TORO,BUNDIBUGYO,BWAMBA,NYAHUKA TOWN COUNCIL,"401209",BUNDIBUGYOBWAMBANYAHUKA TC,NYAHUKA TOWN COUNCIL,"401209",BUNDIBUGYO,
TORO,BUNDIBUGYO,BUGHENDERA,NTANDI TOWN COUNCIL,"401106",BUNDIBUGYOBUGHENDERANTANDI TOWN COUNCIL,NTANDI TOWN COUNCIL,"401110",BUNDIBUGYO,
TORO,KASESE,BUKONZO,BWERA,"406101",KASESEBUKONJOBWERA,BWERA,"406101",KASESE,
TORO,KASESE,BUSONGORA,HIMA TOWN COUNCIL,"406204",KASESEBUKONJOHIMA T.C,HIMA TOWN COUNCIL,"406204",KASESE,
TORO,KASESE,BUKONZO,IHANDIRO,"406102",KASESEBUKONJOIHANDIRO,IHANDIRO,"406102",KASESE,
TORO,KASESE,BUKONZO,ISANGO,"406103",KASESEBUKONJOISANGO,ISANGO,"406103",KASESE,
TORO,KASESE,BUKONZO,KARAMBI,"406104",KASESEBUKONJOKARAMBI,KARAMBI,"406104",KASESE,
TORO,KASESE,BUKONZO,KISINGA TOWN COUNCIL,"406114",KASESEBUKONJOKISINGA TOWN COUNCIL,KISINGA TOWN COUNCIL,"406114",KASESE,
TORO,KASESE,BUKONZO,KITHOLHU,"406106",KASESEBUKONJOKITHOLHU,KITHOLHU,"406106",KASESE,
TORO,KASESE,BUKONZO,KYARUMBA,"406107",KASESEBUKONJOKYARUMBA,KYARUMBA,"406107",KASESE,
TORO,KASESE,BUKONZO,KYONDO,"406108",KASESEBUKONJOKYONDO,KYONDO,"406108",KASESE,
TORO,KASESE,BUKONZO,MPONDWE-LHUBIRIHA,"406110",KASESEBUKONJOMPONDWE-LHUBIRIHA T.C,MPONDWE-LHUBIRIHA,"406110",KASESE,
TORO,KASESE,BUKONZO,NYAKATONZI,"406112",KASESEBUKONJONYAKATONZI,NYAKATONZI,"406112",KASESE,
TORO,KASESE,BUKONZO,NYAKIYUMBU,"406113",KASESEBUKONJONYAKIYUMBU,NYAKIYUMBU,"406113",KASESE,
TORO,KASESE,BUSONGORA,BUGOYE,"406201",KASESEBUSONGORABUGOYE,BUGOYE,"406201",KASESE,
TORO,KASESE,BUSONGORA,BUHUHIRA,"406202",KASESEBUSONGORABUHUHIRA,BUHUHIRA,"406202",KASESE,
TORO,KASESE,BUSONGORA,BWESUMBU,"406203",KASESEBUSONGORABWESUMBU,BWESUMBU,"406203",KASESE,
TORO,KASESE,BUSONGORA,KARUSANDARA,"406205",KASESEBUSONGORAKARUSANDARA,KARUSANDARA,"406205",KASESE,
TORO,KASESE,BUSONGORA,KATWE KABATORO TOWN COUNCIL,"406206",KASESEBUSONGORAKATWE KABATOORO T.C,KATWE KABATORO TOWN COUNCIL,"406206",KASESE,
TORO,KASESE,BUSONGORA,KILEMBE,"406207",KASESEBUSONGORAKILEMBE,KILEMBE,"406207",KASESE,
TORO,KASESE,BUSONGORA,KITSWAMBA,"406208",KASESEBUSONGORAKITSWAMBA,KITSWAMBA,"406208",KASESE,
TORO,KASESE,BUSONGORA,KYABARUNGIRA,"406209",KASESEBUSONGORAKYABARUNGIRA,KYABARUNGIRA,"406209",KASESE,
TORO,KASESE,BUSONGORA,LAKE KATWE,"406210",KASESEBUSONGORALAKE KATWE,LAKE KATWE,"406210",KASESE,
TORO,KASESE,BUKONZO,MAHANGO,"406109",KASESEBUSONGORAMAHANGO,MAHANGO,"406109",KASESE,
TORO,KASESE,BUSONGORA,MALIBA,"406211",KASESEBUSONGORAMALIBA,MALIBA,"406211",KASESE,
TORO,KASESE,BUSONGORA,MUHOKYA,"406212",KASESEBUSONGORAMUHOKYA,MUHOKYA,"406212",KASESE,
TORO,KASESE,BUSONGORA,RUKOKI,"406213",KASESEBUSONGORARUKOKI,RUKOKI,"406213",KASESE,
TORO,KASESE,KASESE MUNICIPALITY,BULEMBIA DIVISION,"406301",KASESEKASESE MUNICIPALITYBULEMBIA DIVISION,BULEMBIA DIVISION,"406301",KASESE,
TORO,KASESE,KASESE MUNICIPALITY,CENTRAL DIVISION,"406302",KASESEKASESE MUNICIPALITYCENTRAL DIVISION,CENTRAL DIVISION,"406302",KASESE,
TORO,KASESE,KASESE MUNICIPALITY,NYAMWAMBA DIVISION,"406303",KASESEKASESE MUNICIPALITYNYAMWAMBA DIVISION,NYAMWAMBA DIVISION,"406303",KASESE,
TORO,KASESE,BUKONZO,MUNKUNYU,"406111",KASESEBUKONJOMUKUNYU,MUNKUNYU,"406111",KASESE,
TORO,NTOROKO,NTOROKO,BUTUNGAMA,"424101",NTOROKONTOROKOBUTUNGAMA,BUTUNGAMA,"424101",NTOROKO,
TORO,NTOROKO,NTOROKO,BWERAMULE,"424102",NTOROKONTOROKOBWERAMULE,BWERAMULE,"424102",NTOROKO,
TORO,NTOROKO,NTOROKO,KANARA,"424103",NTOROKONTOROKOKANARA,KANARA,"424103",NTOROKO,
TORO,NTOROKO,NTOROKO,KANARA TOWN COUNCIL,"424104",NTOROKONTOROKOKANARA TC,KANARA TOWN COUNCIL,"424104",NTOROKO,
TORO,NTOROKO,NTOROKO,KARUGUTU,"424105",NTOROKONTOROKOKARUGUTU,KARUGUTU,"424105",NTOROKO,
TORO,NTOROKO,NTOROKO,KARUGUTU TOWN COUNCIL,"424106",NTOROKONTOROKOKARUGUTU TC,KARUGUTU TOWN COUNCIL,"424106",NTOROKO,
TORO,NTOROKO,NTOROKO,RWEBISENGO,"424109",NTOROKONTOROKORWEBISENGO,RWEBISENGO,"424109",NTOROKO,
TORO,NTOROKO,NTOROKO,RWEBISENGO TOWN COUNCIL,"424110",NTOROKONTOROKORWEBISENGO TC,RWEBISENGO TOWN COUNCIL,"424110",NTOROKO,
BUNYORO,HOIMA,BUHAGUZI,BUGAMBE,"403201",HOIMABUHAGUZIBUGAMBE,BUGAMBE,"403201",HOIMA,
BUNYORO,HOIMA,BUGAHYA,BUHANIKA,"403101",HOIMABUGAHYABUHANIKA,BUHANIKA,"403101",HOIMA,
BUNYORO,HOIMA,BUHAGUZI,BUHIMBA,"403202",HOIMABUHAGUZIBUHIMBA,BUHIMBA,"403202",HOIMA,
BUNYORO,HOIMA,BUGAHYA,BUSERUKA,"403102",HOIMABUGAHYABUSERUKA,BUSERUKA,"403102",HOIMA,
BUNYORO,HOIMA,BUHAGUZI,KABWOYA,"403203",HOIMABUHAGUZIKABWOYA,KABWOYA,"403203",HOIMA,
BUNYORO,HOIMA,BUGAHYA,KIGOROBYA,"403103",HOIMABUGAHYAKIGOROBYA,KIGOROBYA,"403103",HOIMA,
BUNYORO,HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,"403104",HOIMABUGAHYAKIGOROBYA TC,KIGOROBYA T.C,"403104",HOIMA,
BUNYORO,HOIMA,BUGAHYA,KITOBA,"403105",HOIMABUGAHYAKITOBA,KITOBA,"403105",HOIMA,
BUNYORO,HOIMA,BUHAGUZI,KIZIRANFUMBI,"403204",HOIMABUHAGUZIKIZIRANFUMBI,KIZIRANFUMBI,"403204",HOIMA,
BUNYORO,HOIMA,BUGAHYA,KYABIGAMBIRE,"403106",HOIMABUGAHYAKYABIGAMBIRE,KYABIGAMBIRE,"403106",HOIMA,
BUNYORO,HOIMA,BUHAGUZI,KYANGWALI,"403205",HOIMABUHAGUZIKYANGWALI,KYANGWALI,"403205",HOIMA,
BUNYORO,HOIMA,HOIMA MUNICIPALITY,BUJUMBURA DIVISION,"403301",HOIMAHOIMA MUNICIPALITYBUJUMBURA DIVISION,BUJUMBURA,"403301",HOIMA,
BUNYORO,HOIMA,HOIMA MUNICIPALITY,BUSIISI DIVISION,"403302",HOIMAHOIMA MUNICIPALITYBUSIISI DIVISION,BUSIISI,"403302",HOIMA,
BUNYORO,HOIMA,HOIMA MUNICIPALITY,KAHOORA DIVISON,"403303",HOIMAHOIMA MUNICIPALITYKAHOORA DIVISION,KAHOORA,"403303",HOIMA,
BUNYORO,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,"403304",HOIMAHOIMA MUNICIPALITYMPARO DIVISION,MPARO,"403304",HOIMA,
BUNYORO,MASINDI,BUJENJE,BUDONGO,"409101",MASINDIBUJENJEBUDONGO,BUDONGO,"409101",MASINDI,
BUNYORO,MASINDI,BUJENJE,BWIJANGA,"409102",MASINDIBUJENJEBWIJANGA,BWIJANGA,"409102",MASINDI,
BUNYORO,MASINDI,BURULI,MIIRYA,"409202",MASINDIBURUULIMIIRYA,MIIRYA,"409202",MASINDI,
BUNYORO,MASINDI,MASINDI MUNICIPALITY,CENTRAL DIVISION,"409304",MASINDIMASINDI MUNICIPALITYCENTRAL,CENTRAL DIVISION,"409304",MASINDI,
BUNYORO,MASINDI,MASINDI MUNICIPALITY,KARUJUBU DIVISION,"409302",MASINDIMASINDI MUNICIPALITYKARUJUBU,KARUJUBU DIVISION,"409302",MASINDI,
BUNYORO,MASINDI,MASINDI MUNICIPALITY,NYANGAHYA DIVISION,"409303",MASINDIMASINDI MUNICIPALITYNYANGAHYA,NYANGAHYA DIVISION,"409303",MASINDI,
BUNYORO,MASINDI,MASINDI MUNICIPALITY,KIGULYA DIVISION,"409301",MASINDIMASINDI MUNICIPALITYKIGULYA,KIGULYA DIVISION,"409301",MASINDI,
ANKOLE,IBANDA,IBANDA,IGORORA TOWN COUNCIL,"417101",IBANDAIBANDAIGORORA TOWN COUNCIL,IGORORA TOWN COUNCIL,"417101",IBANDA,
ANKOLE,IBANDA,IBANDA,ISHONGORORO,"417102",IBANDAIBANDAISHONGORORO,ISHONGORORO,"417102",IBANDA,
ANKOLE,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,"417103",IBANDAIBANDAISHONGORORO TOWN COUNCIL,ISHONGORORO TOWN COUNCIL,"417103",IBANDA,
ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,"417203",IBANDAIBANDAKAGANGO DIVISION,KAGANGO DIVISION,"417203",IBANDA,
ANKOLE,IBANDA,IBANDA,KICUZI,"417105",IBANDAIBANDAKICUZI,KICUZI,"417105",IBANDA,
ANKOLE,IBANDA,IBANDA,KIJONGO,"417106",IBANDAIBANDAKIJONGO,KIJONGO,"417106",IBANDA,
ANKOLE,IBANDA,IBANDA,KIKYENKYE,"417107",IBANDAIBANDAKIKYENKYE,KIKYENKYE,"417107",IBANDA,
ANKOLE,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,"417202",IBANDAIBANDABUFUNDA DIVISION,BUFUNDA DIVISION,"417202",IBANDA,
ANKOLE,IBANDA,IBANDA,NYAMAREBE,"417108",IBANDAIBANDANYAMAREBE,NYAMAREBE,"417108",IBANDA,
ANKOLE,IBANDA,IBANDA,RUKIRI,"417109",IBANDAIBANDARUKIRI,RUKIRI,"417109",IBANDA,
ANKOLE,IBANDA,IBANDA,RUSHANGO TOWN COUNCIL,"417110",IBANDAIBANDARUSHANGO TOWN COUNCIL,RUSHANGO TOWN COUNCIL,"417110",IBANDA,
ANKOLE,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,"417201",IBANDAIBANDABISHESHE DVISION,BISHESHE DIVISION,"417201",IBANDA,
TORO,KABAROLE,BURAHYA,BUKUUKU,"405201",KABAROLEBURAHYABUKUUKU,BUKUUKU,"405201",KABAROLE,
TORO,KABAROLE,BURAHYA,BUSORO,"405202",KABAROLEBURAHYABUSORO,BUSORO,"405202",KABAROLE,
TORO,KABAROLE,BURAHYA,KIJURA TOWN COUNCIL,"405210",KABAROLEBURAHYAKIJURA TOWN COUNCIL,KIJURA TOWN COUNCIL,"405210",KABAROLE,
TORO,KABAROLE,BURAHYA,KARAMBI,"405205",KABAROLEBURAHYAKARAMBI,KARAMBI,"405205",KABAROLE,
TORO,KABAROLE,BURAHYA,KARANGURA,"405206",KABAROLEBURAHYAKARANGURA,KARANGURA,"405206",KABAROLE,
TORO,KABAROLE,BURAHYA,KASENDA,"405207",KABAROLEBURAHYAKASENDA,KASENDA,"405207",KABAROLE,
TORO,KABAROLE,BURAHYA,KICWAMBA,"405208",KABAROLEBURAHYAKICHWAMBA,KICWAMBA,"405208",KABAROLE,
TORO,KABAROLE,BURAHYA,MUGUSU,"405211",KABAROLEBURAHYAMUGUSU,MUGUSU,"405211",KABAROLE,
TORO,KABAROLE,BURAHYA,RUTEETE,"405212",KABAROLEBURAHYARUTETE,RUTEETE,"405212",KABAROLE,
TORO,KABAROLE,FORT PORTAL MUNICIPALITY,EASTERN DIVISION,"405301",KABAROLEFORT PORTAL MUNICIPALITYEASTERN,EASTERN DIVISION,"405301",KABAROLE,
TORO,KABAROLE,FORT PORTAL MUNICIPALITY,SOUTHERN DIVISION,"405302",KABAROLEFORT PORTAL MUNICIPALITYSOUTHERN,SOUTHERN DIVISION,"405302",KABAROLE,
TORO,KABAROLE,FORT PORTAL MUNICIPALITY,WESTERN DIVISION,"405303",KABAROLEFORT PORTAL MUNICIPALITYWESTERN,WESTERN DIVISION,"405303",KABAROLE,
TORO,KABAROLE,BUNYANGABU,BUHEESI,"405101",KABAROLEBUNYANGABUBUHEESI,BUHEESI,"430101",BUNYANGABU,
TORO,KABAROLE,BUNYANGABU,KABONERO,"405102",KABAROLEBUNYANGABUKABONERO,KABONERO,"430102",BUNYANGABU,
TORO,KABAROLE,BUNYANGABU,KYAMUKUBE TOWN COUNCIL,"405111",KABAROLEBUNYANGABUKYAMUKUBE TOWN COUNCIL,KYAMUKUBE TOWN COUNCIL,"430111",BUNYANGABU,
TORO,KABAROLE,BUNYANGABU,KIBIITO,"405104",KABAROLEBUNYANGABUKIBIITO,KIBIITO,"430104",BUNYANGABU,
TORO,KABAROLE,BUNYANGABU,KIBIITO TOWN COUNCIL,"405105",KABAROLEBUNYANGABUKIBIITO TC,KIBIITO TOWN COUNCIL,"430105",BUNYANGABU,
TORO,KABAROLE,BUNYANGABU,KISOMORO,"405106",KABAROLEBUNYANGABUKISOMORO,KISOMORO,"430106",BUNYANGABU,
TORO,KABAROLE,BUNYANGABU,RUBONA TOWN COUNCIL,"405107",KABAROLEBUNYANGABURUBONA TC,RUBONA TOWN COUNCIL,"430107",BUNYANGABU,
TORO,KABAROLE,BUNYANGABU,RWIMI,"405108",KABAROLEBUNYANGABURWIMI,RWIMI,"430108",BUNYANGABU,
TORO,KABAROLE,BUNYANGABU,RWIMI TOWN COUNCIL,"405109",KABAROLEBUNYANGABURWIMI TC,RWIMI TOWN COUNCIL,"430109",BUNYANGABU,
TORO,KABAROLE,BUNYANGABU,KATEBWA,"405103",KABAROLEBUNYANGABUKATEEBWA,KATEBWA,"430103",BUNYANGABU,
TORO,KABAROLE,BURAHYA,MUGUSU TOWN COUNCIL,"405213",KABAROLEBURAHYAMUGUSU TOWN COUNCIL,MUGUSU TOWN COUNCIL,"405213",KABAROLE,
TORO,KABAROLE,BURAHYA,KIKO TOWN COUNCIL,"405209",KABAROLEBURAHYAKIKO TOWN COUNCIL,KIKO TOWN COUNCIL,"405209",KABAROLE,
TORO,KABAROLE,BURAHYA,HAKIBAALE,"405203",KABAROLEBURAHYAHAKIBAALE,HAKIBAALE,"405203",KABAROLE,
TORO,KABAROLE,BURAHYA,KARAGO TOWN COUNCIL,"405204",KABAROLEBURAHYAKARAGO TOWN COUNCIL,KARAGO TOWN COUNCIL,"405204",KABAROLE,
ANKOLE,RUBIRIZI,KATERERA,KATANDA,"425201",RUBIRIZIBUNYARUGURUKATANDA,KATANDA,"425201",RUBIRIZI,
ANKOLE,RUBIRIZI,KATERERA,KATERERA,"425202",RUBIRIZIBUNYARUGURUKATERERA,KATERERA,"425202",RUBIRIZI,
ANKOLE,RUBIRIZI,KATERERA,KATERERA TOWN COUNCIL,"425203",RUBIRIZIBUNYARUGURUKATERERA TOWN COUNCIL,KATERERA TOWN COUNCIL,"425203",RUBIRIZI,
